[00:00:01	][IC] Lorf: Pora pracować.
[20:41:15	]Wenli exited observer at their location.
[20:41:15	]Wenli entered observer.
[20:41:16	]Wenli exited observer at their location.
[20:41:16	]Wenli entered observer.
[20:41:24	]Wenli exited observer at their location.
[20:41:26	]Wenli entered observer.
[20:42:01	]Wenli exited observer at their location.
[20:42:01	]Wenli entered observer.
[20:42:02	]Wenli exited observer at their location.
[20:42:03	]Wenli entered observer.
[20:42:04	]Wenli exited observer at their location.
[20:42:05	]Wenli entered observer.
[20:42:06	]Wenli exited observer at their location.
[20:42:07	]Wenli entered observer.
[20:42:11	]Wenli exited observer at their location.
[20:42:12	]Wenli entered observer.
[20:42:12	]Wenli exited observer at their location.
[20:42:13	]Wenli entered observer.
[20:42:14	]Wenli exited observer at their location.
[20:42:18	]Wenli entered observer.
[20:42:19	]Wenli exited observer at their location.
[20:42:19	]Wenli entered observer.
[20:42:20	]Wenli exited observer at their location.
[20:42:21	]Wenli entered observer.
[20:43:10	]Lucas Bennett nie jest już AFK. Całkowity czas spędzony AFK:  1470
[20:44:01	]Lucas Bennett opened the 'Duża skrzynia' #846 container.
[20:44:10	]Lucas Bennett ran 'Convert' on item 'Gazowana woda Breen'a' (#6308)
[20:44:10	]Lucas Bennett has gained a 'Woda do przetwarzania' #6655.
[20:44:16	]Lucas Bennett closed the 'Duża skrzynia' #846 container.
[20:44:59	]Wenli is fully healed.
[20:49:40	]Lucas Bennett przeszedł w tryb AFK.
[20:50:12	]Wenli przeszedł w tryb AFK.
[20:52:32	]Wenli nie jest już AFK. Całkowity czas spędzony AFK:  435
[20:54:54	]Wenli exited observer at their location.
[20:54:55	]Wenli entered observer.
[20:54:55	]Wenli exited observer at their location.
[20:54:56	]Wenli entered observer.
[20:54:57	]Wenli exited observer at their location.
[20:54:58	]Wenli entered observer.
[20:55:28	]Wenli exited observer at their location.
[20:55:30	]Wenli entered observer.
[20:56:00	]Wenli exited observer at their location.
[20:56:04	]Wenli entered observer.
[20:56:05	]Wenli exited observer at their location.
[20:56:07	]Wenli entered observer.
[20:56:07	]Wenli exited observer at their location.
[20:56:08	]Wenli entered observer.
[20:56:09	]Wenli exited observer at their location.
[20:56:12	]Wenli entered observer.
[20:56:12	]Wenli exited observer at their location.
[20:56:13	]Wenli entered observer.
[20:56:43	]Wenli exited observer at their location.
[20:56:44	]Wenli entered observer.
[20:56:44	]Wenli exited observer at their location.
[20:56:45	]Wenli entered observer.
[20:58:06	]Wenli exited observer at their location.
[20:58:06	]Wenli entered observer.
[20:58:07	]Wenli exited observer at their location.
[20:58:08	]Wenli entered observer.
[20:58:12	]Wenli exited observer at their location.
[20:59:47	]Wenli entered observer.
[20:59:48	]Wenli exited observer at their location.
[20:59:49	]Wenli entered observer.
[20:59:50	]Wenli exited observer at their location.
[20:59:50	]Wenli entered observer.
[20:59:50	]Wenli exited observer at their location.
[20:59:51	]Wenli entered observer.
[20:59:51	]Wenli exited observer at their location.
[20:59:52	]Wenli entered observer.
[20:59:53	]Wenli exited observer at their location.
[20:59:54	]Wenli entered observer.
[20:59:55	]Wenli exited observer at their location.
[20:59:56	]Wenli entered observer.
[20:59:56	]Wenli exited observer at their location.
[20:59:56	]Wenli entered observer.
[20:59:57	]Wenli exited observer at their location.
[20:59:58	]Wenli entered observer.
[20:59:59	]Wenli exited observer at their location.
[20:59:59	]Wenli entered observer.
[21:00:01	]Wenli exited observer at their location.
[21:00:02	]Wenli entered observer.
[21:00:02	]Wenli exited observer at their location.
[21:00:03	]Wenli entered observer.
[21:00:03	]Wenli exited observer at their location.
[21:00:04	]Wenli entered observer.
[21:00:04	]Wenli exited observer at their location.
[21:00:04	]Wenli entered observer.
[21:00:05	]Wenli exited observer at their location.
[21:00:05	]Wenli entered observer.
[21:00:07	]Wenli exited observer at their location.
[21:00:07	]Wenli entered observer.
[21:00:07	]Wenli exited observer at their location.
[21:00:09	]Wenli entered observer.
[21:00:12	]Wenli exited observer at their location.
[21:00:14	]Wenli entered observer.
[21:00:15	]Wenli exited observer at their location.
[21:00:15	]Wenli entered observer.
[21:00:17	]Wenli exited observer at their location.
[21:00:18	]Wenli entered observer.
[21:00:21	]Wenli exited observer at their location.
[21:00:23	]Wenli entered observer.
[21:00:23	]Wenli exited observer at their location.
[21:00:24	]Wenli entered observer.
[21:00:25	]Wenli exited observer at their location.
[21:00:26	]Wenli entered observer.
[21:00:28	]Wenli exited observer at their location.
[21:00:29	]Wenli entered observer.
[21:00:31	]Wenli exited observer at their location.
[21:00:33	]Wenli entered observer.
[21:00:33	]Wenli exited observer at their location.
[21:00:34	]Wenli entered observer.
[21:00:36	]Wenli exited observer at their location.
[21:00:37	]Wenli entered observer.
[21:00:37	]Wenli exited observer at their location.
[21:00:39	]Wenli entered observer.
[21:00:39	]Wenli exited observer at their location.
[21:00:41	]Wenli entered observer.
[21:00:41	]Wenli exited observer at their location.
[21:00:41	]Wenli entered observer.
[21:00:42	]Wenli exited observer at their location.
[21:00:42	]Wenli entered observer.
[21:00:42	]Wenli exited observer at their location.
[21:00:43	]Wenli entered observer.
[21:00:44	]Wenli exited observer at their location.
[21:00:44	]Wenli entered observer.
[21:00:44	]Wenli exited observer at their location.
[21:00:45	]Wenli entered observer.
[21:00:45	]Wenli exited observer at their location.
[21:00:46	]Wenli entered observer.
[21:00:48	]Wenli exited observer at their location.
[21:00:49	]Wenli entered observer.
[21:00:49	]Wenli exited observer at their location.
[21:00:52	]Wenli entered observer.
[21:00:52	]Wenli exited observer at their location.
[21:00:53	]Wenli entered observer.
[21:00:53	]Wenli exited observer at their location.
[21:00:54	]Wenli entered observer.
[21:00:55	]Wenli exited observer at their location.
[21:00:55	]Wenli entered observer.
[21:00:55	]Wenli exited observer at their location.
[21:00:57	]Wenli entered observer.
[21:00:57	]Wenli exited observer at their location.
[21:00:58	]Wenli entered observer.
[21:00:59	]Wenli exited observer at their location.
[21:00:59	]Wenli entered observer.
[21:01:00	]Wenli exited observer at their location.
[21:01:00	]Wenli entered observer.
[21:01:01	]Wenli exited observer at their location.
[21:01:02	]Wenli entered observer.
[21:01:03	]Wenli exited observer at their location.
[21:01:05	]Wenli entered observer.
[21:01:06	]Wenli exited observer at their location.
[21:01:06	]Wenli entered observer.
[21:01:07	]Wenli exited observer at their location.
[21:01:09	]Wenli entered observer.
[21:01:10	]Wenli exited observer at their location.
[21:01:20	]Wenli entered observer.
[21:01:21	]Wenli exited observer at their location.
[21:01:22	]Wenli entered observer.
[21:01:22	]Wenli exited observer at their location.
[21:01:23	]Wenli entered observer.
[21:01:25	]Wenli exited observer at their location.
[21:01:26	]Wenli entered observer.
[21:01:27	]Wenli exited observer at their location.
[21:01:27	]Wenli entered observer.
[21:01:27	]Wenli exited observer at their location.
[21:01:28	]Wenli entered observer.
[21:01:28	]Wenli exited observer at their location.
[21:01:30	]Wenli entered observer.
[21:01:31	]Wenli exited observer at their location.
[21:01:31	]Wenli entered observer.
[21:01:33	]Wenli exited observer at their location.
[21:01:34	]Wenli entered observer.
[21:01:35	]Wenli exited observer at their location.
[21:01:36	]Wenli entered observer.
[21:01:38	]Wenli exited observer at their location.
[21:01:38	]Wenli entered observer.
[21:01:39	]Wenli exited observer at their location.
[21:01:39	]Wenli entered observer.
[21:01:40	]Wenli exited observer at their location.
[21:01:41	]Wenli entered observer.
[21:01:42	]Wenli exited observer at their location.
[21:01:44	]Wenli entered observer.
[21:01:45	]Wenli exited observer at their location.
[21:01:47	]Wenli entered observer.
[21:01:48	]Wenli exited observer at their location.
[21:01:48	]Wenli entered observer.
[21:01:49	]Wenli exited observer at their location.
[21:01:49	]Wenli entered observer.
[21:01:49	]Wenli exited observer at their location.
[21:01:51	]Wenli entered observer.
[21:01:51	]Wenli exited observer at their location.
[21:01:52	]Wenli entered observer.
[21:01:53	]Wenli exited observer at their location.
[21:01:53	]Wenli entered observer.
[21:01:54	]Wenli exited observer at their location.
[21:01:54	]Wenli entered observer.
[21:01:55	]Wenli exited observer at their location.
[21:02:00	]Wenli entered observer.
[21:02:00	]Wenli exited observer at their location.
[21:02:01	]Wenli entered observer.
[21:02:02	]Wenli exited observer at their location.
[21:02:03	]Wenli entered observer.
[21:02:06	]Wenli exited observer at their location.
[21:02:06	]Wenli entered observer.
[21:02:13	]Wenli exited observer at their location.
[21:02:13	]Wenli entered observer.
[21:02:14	]Wenli exited observer at their location.
[21:02:14	]Wenli entered observer.
[21:02:15	]Wenli exited observer at their location.
[21:02:18	]Wenli entered observer.
[21:02:19	]Wenli exited observer at their location.
[21:02:19	]Wenli entered observer.
[21:02:20	]Wenli exited observer at their location.
[21:02:21	]Wenli entered observer.
[21:02:22	]Wenli exited observer at their location.
[21:02:22	]Wenli entered observer.
[21:02:23	]Wenli exited observer at their location.
[21:02:26	]Wenli entered observer.
[21:02:26	]Wenli exited observer at their location.
[21:02:27	]Wenli entered observer.
[21:02:27	]Wenli exited observer at their location.
[21:02:30	]Wenli entered observer.
[21:02:30	]Wenli exited observer at their location.
[21:02:32	]Wenli entered observer.
[21:02:32	]Wenli exited observer at their location.
[21:02:34	]Wenli entered observer.
[21:02:34	]Wenli exited observer at their location.
[21:02:35	]Wenli entered observer.
[21:02:36	]Wenli exited observer at their location.
[21:02:41	]Wenli entered observer.
[21:02:41	]Wenli exited observer at their location.
[21:02:43	]Wenli entered observer.
[21:02:43	]Wenli exited observer at their location.
[21:04:35	]Wenli entered observer.
[21:04:36	]Wenli exited observer at their location.
[21:04:37	]Wenli entered observer.
[21:04:39	]Wenli exited observer at their location.
[21:04:39	]Wenli entered observer.
[21:04:39	]Wenli exited observer at their location.
[21:04:40	]Wenli entered observer.
[21:04:41	]Wenli exited observer at their location.
[21:04:42	]Wenli entered observer.
[21:04:42	]Wenli exited observer at their location.
[21:04:43	]Wenli entered observer.
[21:08:08	]Wenli exited observer at their location.
[21:08:09	]Wenli entered observer.
[21:08:09	]Wenli exited observer at their location.
[21:08:09	]Wenli entered observer.
[21:08:12	]Wenli exited observer at their location.
[21:08:12	]Wenli entered observer.
[21:08:14	]Wenli exited observer at their location.
[21:08:14	]Wenli entered observer.
[21:08:16	]Wenli exited observer at their location.
[21:08:16	]Wenli entered observer.
[21:08:17	]Wenli exited observer at their location.
[21:08:17	]Wenli entered observer.
[21:08:18	]Wenli exited observer at their location.
[21:08:19	]Wenli entered observer.
[21:08:20	]Wenli exited observer at their location.
[21:08:21	]Wenli entered observer.
[21:08:21	]Wenli exited observer at their location.
[21:08:23	]Wenli entered observer.
[21:08:24	]Wenli exited observer at their location.
[21:08:24	]Wenli entered observer.
[21:08:25	]Wenli exited observer at their location.
[21:08:25	]Wenli entered observer.
[21:08:26	]Wenli exited observer at their location.
[21:08:27	]Wenli entered observer.
[21:08:27	]Wenli exited observer at their location.
[21:08:28	]Wenli entered observer.
[21:08:28	]Wenli exited observer at their location.
[21:08:29	]Wenli entered observer.
[21:08:29	]Wenli exited observer at their location.
[21:08:30	]Wenli entered observer.
[21:08:30	]Wenli exited observer at their location.
[21:08:31	]Wenli entered observer.
[21:10:47	]Wenli exited observer at their location.
[21:10:48	]Wenli entered observer.
[21:10:52	]Wenli exited observer at their location.
[21:10:53	]Wenli entered observer.
[21:10:53	]Wenli exited observer at their location.
[21:10:55	]Wenli entered observer.
[21:10:56	]Wenli exited observer at their location.
[21:10:56	]Wenli entered observer.
[21:11:01	]Wenli exited observer at their location.
[21:11:01	]Wenli entered observer.
[21:11:01	]Wenli exited observer at their location.
[21:16:32	]Wenli przeszedł w tryb AFK.
[21:19:45	]Lucas Bennett nie jest już AFK. Całkowity czas spędzony AFK:  2100
[21:20:34	]Wenli entered observer.
[21:20:35	]Wenli exited observer at their location.
[21:20:36	]Wenli entered observer.
[21:20:37	]Wenli exited observer at their location.
[21:20:37	]Wenli entered observer.
[21:20:37	]Wenli nie jest już AFK. Całkowity czas spędzony AFK:  540
[21:20:39	]Wenli exited observer at their location.
[21:20:40	]Wenli entered observer.
[21:20:40	]Wenli exited observer at their location.
[21:20:42	]Wenli entered observer.
[21:22:52	]Wenli exited observer at their location.
[21:22:53	]Wenli entered observer.
[21:22:53	]Wenli exited observer at their location.
[21:22:54	]Wenli entered observer.
[21:22:54	]Wenli exited observer at their location.
[21:22:55	]Wenli entered observer.
[21:22:55	]Wenli exited observer at their location.
[21:22:57	]Wenli entered observer.
[21:22:58	]Wenli exited observer at their location.
[21:22:59	]Wenli entered observer.
[21:23:00	]Wenli exited observer at their location.
[21:23:01	]Wenli entered observer.
[21:23:04	]Wenli exited observer at their location.
[21:23:05	]Wenli entered observer.
[21:23:06	]Wenli exited observer at their location.
[21:23:07	]Wenli entered observer.
[21:23:08	]Wenli exited observer at their location.
[21:23:08	]Wenli entered observer.
[21:23:11	]Wenli exited observer at their location.
[21:23:12	]Wenli entered observer.
[21:23:13	]Wenli exited observer at their location.
[21:23:13	]Wenli entered observer.
[21:23:14	]Wenli exited observer at their location.
[21:23:14	]Wenli entered observer.
[21:23:17	]Wenli exited observer at their location.
[21:23:18	]Wenli entered observer.
[21:23:24	]Wenli exited observer at their location.
[21:23:24	]Wenli entered observer.
[21:23:25	]Wenli exited observer at their location.
[21:23:25	]Wenli entered observer.
[21:23:26	]Wenli exited observer at their location.
[21:23:29	]Wenli entered observer.
[21:23:30	]Wenli exited observer at their location.
[21:23:31	]Wenli entered observer.
[21:23:31	]Wenli exited observer at their location.
[21:23:33	]Wenli entered observer.
[21:23:33	]Wenli exited observer at their location.
[21:23:35	]Wenli entered observer.
[21:23:35	]Wenli exited observer at their location.
[21:23:36	]Wenli entered observer.
[21:23:36	]Wenli exited observer at their location.
[21:23:38	]Wenli entered observer.
[21:23:39	]Wenli exited observer at their location.
[21:23:39	]Wenli entered observer.
[21:23:40	]Wenli exited observer at their location.
[21:23:41	]Wenli entered observer.
[21:24:25	]Wenli exited observer at their location.
[21:24:25	]Wenli entered observer.
[21:24:27	]Wenli exited observer at their location.
[21:24:28	]Wenli entered observer.
[21:24:28	]Wenli exited observer at their location.
[21:24:29	]Wenli entered observer.
[21:24:29	]Wenli exited observer at their location.
[21:24:31	]Wenli entered observer.
[21:24:32	]Wenli exited observer at their location.
[21:24:33	]Wenli entered observer.
[21:24:45	]Lucas Bennett przeszedł w tryb AFK.
[21:24:46	]Wenli exited observer at their location.
[21:24:49	]Wenli entered observer.
[21:24:49	]Wenli exited observer at their location.
[21:24:58	]Wenli entered observer.
[21:24:59	]Wenli exited observer at their location.
[21:25:02	]Wenli entered observer.
[21:25:02	]Wenli exited observer at their location.
[21:25:03	]Wenli entered observer.
[21:25:04	]Wenli exited observer at their location.
[21:25:05	]Wenli entered observer.
[21:25:05	]Wenli exited observer at their location.
[21:25:06	]Wenli entered observer.
[21:25:06	]Wenli exited observer at their location.
[21:25:07	]Wenli entered observer.
[21:25:07	]Wenli exited observer at their location.
[21:25:08	]Wenli entered observer.
[21:25:10	]Wenli exited observer at their location.
[21:25:11	]Wenli entered observer.
[21:25:11	]Wenli exited observer at their location.
[21:25:12	]Wenli entered observer.
[21:25:15	]Wenli exited observer at their location.
[21:25:16	]Wenli entered observer.
[21:25:17	]Wenli exited observer at their location.
[21:25:22	]Wenli entered observer.
[21:25:23	]Wenli exited observer at their location.
[21:25:23	]Wenli entered observer.
[21:25:23	]Wenli exited observer at their location.
[21:25:37	]Wenli entered observer.
[21:25:49	]Wenli exited observer at their location.
[21:25:49	]Wenli entered observer.
[21:25:51	]Wenli exited observer at their location.
[21:25:52	]Wenli entered observer.
[21:25:53	]Wenli exited observer at their location.
[21:25:54	]Wenli entered observer.
[21:25:54	]Wenli exited observer at their location.
[21:25:55	]Wenli entered observer.
[21:25:56	]Wenli exited observer at their location.
[21:25:56	]Wenli entered observer.
[21:25:58	]Wenli exited observer at their location.
[21:25:58	]Wenli entered observer.
[21:25:58	]Wenli exited observer at their location.
[21:26:00	]Wenli has taken 1 damage from worldspawn.
[21:26:00	]Wenli entered observer.
[21:26:01	]Wenli exited observer at their location.
[21:26:02	]Wenli entered observer.
[21:26:02	]Wenli exited observer at their location.
[21:26:03	]Wenli entered observer.
[21:26:09	]Wenli exited observer at their location.
[21:26:09	]Wenli entered observer.
[21:26:11	]Wenli exited observer at their location.
[21:26:11	]Wenli entered observer.
[21:26:12	]Wenli exited observer at their location.
[21:26:12	]Wenli entered observer.
[21:26:13	]Wenli exited observer at their location.
[21:26:13	]Wenli entered observer.
[21:26:14	]Wenli exited observer at their location.
[21:26:19	]Wenli entered observer.
[21:26:19	]Wenli exited observer at their location.
[21:26:20	]Wenli entered observer.
[21:26:21	]Wenli exited observer at their location.
[21:26:34	]Wenli entered observer.
[21:26:34	]Wenli exited observer at their location.
[21:27:33	]Wenli entered observer.
[21:27:34	]Wenli exited observer at their location.
[21:27:34	]Wenli entered observer.
[21:27:34	]Wenli exited observer at their location.
[21:27:36	]Wenli entered observer.
[21:27:37	]Wenli exited observer at their location.
[21:27:37	]Wenli entered observer.
[21:27:37	]Wenli exited observer at their location.
[21:27:37	]Wenli entered observer.
[21:27:38	]Wenli exited observer at their location.
[21:27:38	]Wenli entered observer.
[21:27:39	]Wenli exited observer at their location.
[21:27:39	]Wenli entered observer.
[21:27:39	]Wenli exited observer at their location.
[21:27:40	]Wenli entered observer.
[21:27:40	]Wenli exited observer at their location.
[21:27:42	]Wenli entered observer.
[21:27:42	]Wenli exited observer at their location.
[21:27:42	]Wenli entered observer.
[21:27:42	]Wenli exited observer at their location.
[21:28:04	]Wenli entered observer.
[21:28:04	]Wenli exited observer at their location.
[21:28:05	]Wenli entered observer.
[21:28:05	]Wenli exited observer at their location.
[21:28:07	]Wenli entered observer.
[21:28:08	]Wenli exited observer at their location.
[21:28:12	]Wenli entered observer.
[21:28:12	]Wenli exited observer at their location.
[21:28:18	]Wenli entered observer.
[21:28:18	]Wenli exited observer at their location.
[21:28:19	]Wenli entered observer.
[21:28:19	]Wenli exited observer at their location.
[21:28:20	]Wenli entered observer.
[21:28:20	]Wenli exited observer at their location.
[21:28:24	]Wenli entered observer.
[21:28:24	]Wenli exited observer at their location.
[21:28:31	]Wenli entered observer.
[21:28:31	]Wenli exited observer at their location.
[21:28:37	]Wenli entered observer.
[21:28:37	]Wenli exited observer at their location.
[21:28:37	]Wenli entered observer.
[21:28:38	]Wenli exited observer at their location.
[21:28:39	]Wenli entered observer.
[21:28:40	]Wenli exited observer at their location.
[21:28:41	]Wenli entered observer.
[21:28:42	]Wenli exited observer at their location.
[21:29:23	]Wenli entered observer.
[21:29:25	]Wenli exited observer at their location.
[21:29:26	]Wenli entered observer.
[21:29:28	]Wenli exited observer at their location.
[21:29:29	]Wenli entered observer.
[21:29:30	]Wenli exited observer at their location.
[21:30:01	]Wenli entered observer.
[21:30:01	]Wenli exited observer at their location.
[21:30:02	]Wenli entered observer.
[21:30:04	]Wenli exited observer at their location.
[21:30:04	]Wenli entered observer.
[21:30:06	]Wenli exited observer at their location.
[21:30:07	]Wenli entered observer.
[21:30:07	]Wenli exited observer at their location.
[21:30:08	]Wenli entered observer.
[21:30:11	]Wenli exited observer at their location.
[21:30:12	]Wenli entered observer.
[21:30:14	]Wenli exited observer at their location.
[21:30:15	]Wenli entered observer.
[21:30:16	]Wenli exited observer at their location.
[21:30:17	]Wenli entered observer.
[21:30:19	]Wenli exited observer at their location.
[21:30:20	]Wenli entered observer.
[21:30:20	]Wenli exited observer at their location.
[21:30:21	]Wenli entered observer.
[21:30:21	]Wenli exited observer at their location.
[21:30:22	]Wenli entered observer.
[21:30:24	]Wenli exited observer at their location.
[21:30:24	]Wenli entered observer.
[21:30:25	]Wenli exited observer at their location.
[21:30:26	]Wenli entered observer.
[21:30:26	]Wenli exited observer at their location.
[21:30:27	]Wenli entered observer.
[21:30:28	]Wenli exited observer at their location.
[21:30:29	]Wenli entered observer.
[21:30:30	]Wenli exited observer at their location.
[21:30:30	]Wenli entered observer.
[21:30:31	]Wenli exited observer at their location.
[21:30:32	]Wenli entered observer.
[21:30:32	]Wenli exited observer at their location.
[21:30:33	]Wenli entered observer.
[21:30:34	]Wenli exited observer at their location.
[21:30:35	]Wenli entered observer.
[21:30:45	]Wenli exited observer at their location.
[21:30:45	]Wenli entered observer.
[21:30:46	]Wenli exited observer at their location.
[21:32:17	]Wenli entered observer.
[21:32:18	]Wenli exited observer at their location.
[21:32:19	]Wenli entered observer.
[21:32:19	]Wenli exited observer at their location.
[21:32:21	]Wenli entered observer.
[21:32:21	]Wenli exited observer at their location.
[21:32:22	]Wenli entered observer.
[21:32:22	]Wenli exited observer at their location.
[21:32:24	]Wenli entered observer.
[21:32:28	]Wenli exited observer at their location.
[21:32:29	]Wenli entered observer.
[21:32:29	]Wenli exited observer at their location.
[21:32:44	]Wenli entered observer.
[21:32:45	]Wenli exited observer at their location.
[21:32:45	]Wenli entered observer.
[21:32:47	]Wenli exited observer at their location.
[21:32:47	]Wenli entered observer.
[21:32:50	]Wenli exited observer at their location.
[21:32:50	]Wenli entered observer.
[21:32:52	]Wenli exited observer at their location.
[21:32:53	]Wenli entered observer.
[21:32:53	]Wenli exited observer at their location.
[21:32:54	]Wenli entered observer.
[21:32:55	]Wenli exited observer at their location.
[21:32:56	]Wenli entered observer.
[21:33:15	]Wenli exited observer at their location.
[21:33:16	]Wenli entered observer.
[21:33:16	]Wenli exited observer at their location.
[21:33:16	]Wenli entered observer.
[21:33:17	]Wenli exited observer at their location.
[21:33:18	]Wenli entered observer.
[21:33:19	]Wenli is fully healed.
[21:33:30	]Wenli exited observer at their location.
[21:33:31	]Wenli entered observer.
[21:33:32	]Wenli exited observer at their location.
[21:33:32	]Wenli entered observer.
[21:33:32	]Wenli exited observer at their location.
[21:33:33	]Wenli entered observer.
[21:33:50	]Wenli exited observer at their location.
[21:33:50	]Wenli entered observer.
[21:33:51	]Wenli exited observer at their location.
[21:34:10	]Wenli entered observer.
[21:34:11	]Wenli exited observer at their location.
[21:34:14	]Wenli entered observer.
[21:34:14	]Wenli exited observer at their location.
[21:34:16	]Wenli entered observer.
[21:34:19	]Wenli exited observer at their location.
[21:34:19	]Wenli entered observer.
[21:34:21	]Wenli exited observer at their location.
[21:34:22	]Wenli entered observer.
[21:34:25	]Wenli exited observer at their location.
[21:34:25	]Wenli entered observer.
[21:34:27	]Wenli exited observer at their location.
[21:34:34	]Wenli entered observer.
[21:34:35	]Wenli exited observer at their location.
[21:34:35	]Wenli entered observer.
[21:34:35	]Wenli exited observer at their location.
[21:34:37	]Wenli entered observer.
[21:34:46	]Wenli exited observer at their location.
[21:34:46	]Wenli entered observer.
[21:34:47	]Wenli exited observer at their location.
[21:34:48	]Wenli entered observer.
[21:34:48	]Wenli exited observer at their location.
[21:34:49	]Wenli entered observer.
[21:34:50	]Wenli exited observer at their location.
[21:34:50	]Wenli entered observer.
[21:34:51	]Wenli exited observer at their location.
[21:34:52	]Wenli entered observer.
[21:34:53	]Wenli exited observer at their location.
[21:34:53	]Wenli entered observer.
[21:34:54	]Wenli exited observer at their location.
[21:34:56	]Wenli entered observer.
[21:34:59	]Wenli exited observer at their location.
[21:35:00	]Wenli entered observer.
[21:35:00	]Wenli exited observer at their location.
[21:35:02	]Wenli entered observer.
[21:35:03	]Wenli exited observer at their location.
[21:35:04	]Wenli entered observer.
[21:35:04	]Wenli exited observer at their location.
[21:35:05	]Wenli entered observer.
[21:35:06	]Wenli exited observer at their location.
[21:35:07	]Wenli entered observer.
[21:35:10	]Wenli exited observer at their location.
[21:35:12	]Wenli entered observer.
[21:35:13	]Wenli exited observer at their location.
[21:35:34	]Wenli entered observer.
[21:35:34	]Wenli exited observer at their location.
[21:36:07	]Wenli entered observer.
[21:36:15	]Wenli exited observer at their location.
[21:36:15	]Wenli entered observer.
[21:36:17	]Wenli exited observer at their location.
[21:36:18	]Wenli entered observer.
[21:36:19	]Wenli exited observer at their location.
[21:36:20	]Wenli entered observer.
[21:36:21	]Wenli exited observer at their location.
[21:36:22	]Wenli entered observer.
[21:36:22	]Wenli exited observer at their location.
[21:36:24	]Wenli entered observer.
[21:36:26	]Wenli exited observer at their location.
[21:38:45	]Wenli entered observer.
[21:38:46	]Wenli exited observer at their location.
[21:38:47	]Wenli entered observer.
[21:38:49	]Wenli exited observer at their location.
[21:38:49	]Wenli entered observer.
[21:38:57	]Wenli exited observer at their location.
[21:38:57	]Wenli entered observer.
[21:38:58	]Wenli exited observer at their location.
[21:38:59	]Wenli entered observer.
[21:38:59	]Wenli exited observer at their location.
[21:40:05	]Wenli entered observer.
[21:40:06	]Wenli exited observer at their location.
[21:40:07	]Wenli entered observer.
[21:40:10	]Wenli exited observer at their location.
[21:40:11	]Wenli entered observer.
[21:40:14	]Wenli exited observer at their location.
[21:40:14	]Wenli entered observer.
[21:40:19	]Wenli exited observer at their location.
[21:40:20	]Wenli entered observer.
[21:40:24	]Wenli exited observer at their location.
[21:40:24	]Wenli entered observer.
[21:40:25	]Wenli exited observer at their location.
[21:40:25	]Wenli entered observer.
[21:40:26	]Wenli exited observer at their location.
[21:40:27	]Wenli entered observer.
[21:40:59	]Wenli exited observer at their location.
[21:40:59	]Wenli entered observer.
[21:41:05	]Wenli exited observer at their location.
[21:41:06	]Wenli entered observer.
[21:41:06	]Wenli exited observer at their location.
[21:41:07	]Wenli entered observer.
[21:42:38	]Wenli exited observer at their location.
[21:42:40	]Wenli entered observer.
[21:42:40	]Wenli exited observer at their location.
[21:42:45	]Wenli entered observer.
[21:42:45	]Wenli exited observer at their location.
[21:42:48	]Wenli entered observer.
[21:42:49	]Wenli exited observer at their location.
[21:42:50	]Wenli entered observer.
[21:43:02	]Wenli exited observer at their location.
[21:43:04	]Wenli entered observer.
[21:43:05	]Wenli exited observer at their location.
[21:43:06	]Wenli entered observer.
[21:43:06	]Wenli exited observer at their location.
[21:43:16	]Wenli entered observer.
[21:43:17	]Wenli exited observer at their location.
[21:43:18	]Wenli entered observer.
[21:43:18	]Wenli exited observer at their location.
[21:43:20	]Wenli entered observer.
[21:43:21	]Wenli exited observer at their location.
[21:43:22	]Wenli entered observer.
[21:43:22	]Wenli exited observer at their location.
[21:43:24	]Wenli entered observer.
[21:43:24	]Wenli exited observer at their location.
[21:43:26	]Wenli entered observer.
[21:43:26	]Wenli exited observer at their location.
[21:43:28	]Wenli entered observer.
[21:43:29	]Wenli exited observer at their location.
[21:43:31	]Wenli entered observer.
[21:43:31	]Wenli exited observer at their location.
[21:43:34	]Wenli entered observer.
[21:43:35	]Wenli exited observer at their location.
[21:43:35	]Wenli entered observer.
[21:43:35	]Wenli exited observer at their location.
[21:43:36	]Wenli entered observer.
[21:43:37	]Wenli exited observer at their location.
[21:43:38	]Wenli entered observer.
[21:43:39	]inkaaz has connected.
[21:43:39	]Wenli exited observer at their location.
[21:43:41	]Wenli entered observer.
[21:43:42	]Wenli exited observer at their location.
[21:43:43	]Wenli entered observer.
[21:43:47	]Wenli exited observer at their location.
[21:43:47	]Wenli entered observer.
[21:43:48	]Wenli exited observer at their location.
[21:43:50	]Wenli entered observer.
[21:43:50	]Wenli exited observer at their location.
[21:44:00	]Wenli entered observer.
[21:44:00	]Wenli exited observer at their location.
[21:44:03	]Wenli entered observer.
[21:44:04	]Wenli exited observer at their location.
[21:44:33	]Wenli entered observer.
[21:44:34	]Wenli exited observer at their location.
[21:45:12	]Wenli entered observer.
[21:45:14	]Wenli exited observer at their location.
[21:45:14	]Wenli entered observer.
[21:45:16	]Wenli exited observer at their location.
[21:45:16	]Wenli entered observer.
[21:45:18	]Wenli exited observer at their location.
[21:45:19	]Wenli entered observer.
[21:45:22	]Wenli exited observer at their location.
[21:45:23	]Wenli entered observer.
[21:45:23	]Wenli exited observer at their location.
[21:45:24	]Wenli entered observer.
[21:45:24	]Wenli exited observer at their location.
[21:45:25	]Wenli entered observer.
