[14:15:56	]Commissar_Krieger s'est connecté.
[18:45:31	]Garet s'est give drink_breen_water.
[18:45:32	]Garet s'est give drink_breen_water.
[18:45:35	]Garet s'est give drink_breen_water.
[18:45:36	]Garet s'est give drink_breen_water.
[18:46:14	]Garet s'est give drink_red_wine_kofman.
[18:46:26	]Garet a activé le mode observateur.
[18:46:30	]Garet a désactivé le mode observateur à son point d'origine.
[18:46:37	]Garet s'est give headcrab_potluck.
[18:46:38	]Garet s'est give headcrab_potluck.
[18:46:39	]Garet s'est give headcrab_potluck.
[18:46:40	]Garet s'est give headcrab_potluck.
[18:46:41	]Garet s'est give headcrab_potluck.
[18:46:42	]Garet s'est give headcrab_potluck.
[18:46:43	]Garet s'est give headcrab_potluck.
[18:46:44	]Garet s'est give headcrab_potluck.
[18:46:48	]Garet s'est give headcrab_potluck.
[18:46:49	]Garet s'est give headcrab_potluck.
[18:46:51	]Garet s'est give antlion_stew.
[18:47:02	]Garet s'est give antlion_stew.
[18:48:15	]Garet s'est give tool_oven_assembly.
[18:48:17	]Garet s'est give tool_oven_assembly.
[18:48:19	]Garet a exécuté 'take' sur l'article 'Kit de montage du four' (#201001)
[18:48:19	]Garet a gagné un 'Kit de montage du four' #201001.
[18:48:21	]Garet a exécuté 'Assemble' sur l'article 'Kit de montage du four' (#201001)
[18:48:32	]Garet s'est give tool_toolkit.
[18:48:32	]Garet a gagné un 'Boîte à outils' #201003.
[18:48:34	]Garet a exécuté 'Assemble' sur l'article 'Kit de montage du four' (#201001)
[18:48:34	]Garet a gagné un 'Kit de montage du four' #201004.
[18:48:48	]Garet a exécuté 'Assemble' sur l'article 'Kit de montage du four' (#201004)
[18:48:48	]Garet a gagné un 'Four' #201005.
[18:48:53	]Garet a exécuté 'place' sur l'article 'Four' (#201005)
[18:49:03	]Garet a exécuté 'take' sur l'article 'Kit de montage du four' (#201002)
[18:49:03	]Garet a gagné un 'Kit de montage du four' #201002.
[18:49:05	]Garet a exécuté 'Assemble' sur l'article 'Kit de montage du four' (#201002)
[18:49:05	]Garet a gagné un 'Four' #201007.
[18:49:07	]Garet a exécuté 'place' sur l'article 'Four' (#201007)
[18:49:16	]Garet a activé le mode observateur.
[18:49:19	]Garet a désactivé le mode observateur à son point d'origine.
[18:49:29	]Garet a fait apparaitre 'models/props_junk/wood_crate001a.mdl.
[18:49:34	]Garet created a 'Caisse en bois' container.
[18:49:34	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[18:49:41	]Garet s'est give tool_cookingpot.
[18:49:41	]Garet a gagné un 'Marmite' #201009.
[18:49:43	]Garet s'est give tool_fryingpan.
[18:49:43	]Garet a gagné un 'Poêle à frire' #201010.
[18:49:44	]Garet s'est give tool_knife.
[18:49:44	]Garet a gagné un 'Couteau de cuisine' #201011.
[18:49:47	]Garet s'est give tool_knife.
[18:49:47	]Garet a gagné un 'Couteau de cuisine' #201012.
[18:49:52	]Garet s'est give tool_kettle.
[18:49:52	]Garet a gagné un 'Bouilloire' #201013.
[18:49:54	]Garet a ouvert le stockage 'Caisse en bois' #10543.
[18:49:56	]Garet a transféré un 'Couteau de cuisine' #201012 vers un conteneur nommé 'Caisse en bois' #10543.
[18:49:56	]Garet a transféré un 'Couteau de cuisine' #201011 vers un conteneur nommé 'Caisse en bois' #10543.
[18:49:57	]Garet a transféré un 'Bouilloire' #201013 vers un conteneur nommé 'Caisse en bois' #10543.
[18:49:57	]Garet a transféré un 'Boîte à outils' #201003 vers un conteneur nommé 'Caisse en bois' #10543.
[18:49:58	]Garet a transféré un 'Poêle à frire' #201010 vers un conteneur nommé 'Caisse en bois' #10543.
[18:49:58	]Garet a transféré un 'Marmite' #201009 vers un conteneur nommé 'Caisse en bois' #10543.
[18:49:59	]Garet a fermé le stockage 'Caisse en bois' #10543.
[18:50:05	]Garet a activé le mode observateur.
[18:50:32	]Garet a désactivé le mode observateur à son point d'origine.
[18:50:36	]Garet a fait apparaitre 'models/props_junk/wood_crate002a.mdl.
[18:50:40	]Garet created a 'Grosse caisse en bois' container.
[18:50:40	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[18:50:43	]Garet s'est give ciggie_pack.
[18:50:43	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201014.
[18:50:43	]Garet a gagné un 'Cigarette' #201015.
[18:50:43	]Garet a gagné un 'Cigarette' #201016.
[18:50:43	]Garet a gagné un 'Cigarette' #201017.
[18:50:43	]Garet a gagné un 'Cigarette' #201018.
[18:50:43	]Garet a gagné un 'Cigarette' #201019.
[18:50:43	]Garet a gagné un 'Cigarette' #201020.
[18:50:43	]Garet a gagné un 'Cigarette' #201021.
[18:50:43	]Garet a gagné un 'Cigarette' #201022.
[18:50:44	]Garet s'est give ciggie_pack.
[18:50:44	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201023.
[18:50:44	]Garet a gagné un 'Cigarette' #201024.
[18:50:44	]Garet a gagné un 'Cigarette' #201025.
[18:50:44	]Garet a gagné un 'Cigarette' #201026.
[18:50:44	]Garet a gagné un 'Cigarette' #201027.
[18:50:44	]Garet a gagné un 'Cigarette' #201028.
[18:50:44	]Garet a gagné un 'Cigarette' #201029.
[18:50:44	]Garet a gagné un 'Cigarette' #201030.
[18:50:44	]Garet a gagné un 'Cigarette' #201031.
[18:50:45	]Garet s'est give ciggie_pack.
[18:50:45	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201032.
[18:50:45	]Garet a gagné un 'Cigarette' #201033.
[18:50:45	]Garet a gagné un 'Cigarette' #201034.
[18:50:45	]Garet a gagné un 'Cigarette' #201035.
[18:50:45	]Garet a gagné un 'Cigarette' #201036.
[18:50:45	]Garet a gagné un 'Cigarette' #201037.
[18:50:45	]Garet a gagné un 'Cigarette' #201038.
[18:50:45	]Garet a gagné un 'Cigarette' #201039.
[18:50:45	]Garet a gagné un 'Cigarette' #201040.
[18:50:45	]Garet s'est give ciggie_pack.
[18:50:45	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201041.
[18:50:45	]Garet a gagné un 'Cigarette' #201042.
[18:50:45	]Garet a gagné un 'Cigarette' #201043.
[18:50:45	]Garet a gagné un 'Cigarette' #201044.
[18:50:45	]Garet a gagné un 'Cigarette' #201045.
[18:50:45	]Garet a gagné un 'Cigarette' #201046.
[18:50:45	]Garet a gagné un 'Cigarette' #201047.
[18:50:45	]Garet a gagné un 'Cigarette' #201048.
[18:50:45	]Garet a gagné un 'Cigarette' #201049.
[18:50:47	]Garet s'est give ciggie_pack.
[18:50:47	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201050.
[18:50:47	]Garet a gagné un 'Cigarette' #201051.
[18:50:47	]Garet a gagné un 'Cigarette' #201052.
[18:50:47	]Garet a gagné un 'Cigarette' #201053.
[18:50:47	]Garet a gagné un 'Cigarette' #201054.
[18:50:47	]Garet a gagné un 'Cigarette' #201055.
[18:50:47	]Garet a gagné un 'Cigarette' #201056.
[18:50:47	]Garet a gagné un 'Cigarette' #201057.
[18:50:47	]Garet a gagné un 'Cigarette' #201058.
[18:50:47	]Garet s'est give ciggie_pack.
[18:50:47	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201059.
[18:50:48	]Garet a gagné un 'Cigarette' #201060.
[18:50:48	]Garet a gagné un 'Cigarette' #201061.
[18:50:48	]Garet a gagné un 'Cigarette' #201062.
[18:50:48	]Garet a gagné un 'Cigarette' #201063.
[18:50:48	]Garet a gagné un 'Cigarette' #201064.
[18:50:48	]Garet a gagné un 'Cigarette' #201065.
[18:50:48	]Garet a gagné un 'Cigarette' #201066.
[18:50:48	]Garet a gagné un 'Cigarette' #201067.
[18:50:48	]Garet s'est give ciggie_pack.
[18:50:48	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201068.
[18:50:48	]Garet a gagné un 'Cigarette' #201069.
[18:50:48	]Garet a gagné un 'Cigarette' #201070.
[18:50:48	]Garet a gagné un 'Cigarette' #201071.
[18:50:48	]Garet a gagné un 'Cigarette' #201072.
[18:50:48	]Garet a gagné un 'Cigarette' #201073.
[18:50:48	]Garet a gagné un 'Cigarette' #201074.
[18:50:48	]Garet a gagné un 'Cigarette' #201075.
[18:50:48	]Garet a gagné un 'Cigarette' #201076.
[18:50:48	]Garet s'est give ciggie_pack.
[18:50:48	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201077.
[18:50:49	]Garet a gagné un 'Cigarette' #201078.
[18:50:49	]Garet a gagné un 'Cigarette' #201079.
[18:50:49	]Garet a gagné un 'Cigarette' #201080.
[18:50:49	]Garet a gagné un 'Cigarette' #201081.
[18:50:49	]Garet a gagné un 'Cigarette' #201082.
[18:50:49	]Garet a gagné un 'Cigarette' #201083.
[18:50:49	]Garet a gagné un 'Cigarette' #201084.
[18:50:49	]Garet a gagné un 'Cigarette' #201085.
[18:50:54	]Garet s'est give ciggie_pack.
[18:50:54	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201086.
[18:50:54	]Garet a gagné un 'Cigarette' #201087.
[18:50:54	]Garet a gagné un 'Cigarette' #201088.
[18:50:54	]Garet a gagné un 'Cigarette' #201089.
[18:50:54	]Garet a gagné un 'Cigarette' #201090.
[18:50:54	]Garet a gagné un 'Cigarette' #201091.
[18:50:54	]Garet a gagné un 'Cigarette' #201092.
[18:50:54	]Garet a gagné un 'Cigarette' #201093.
[18:50:54	]Garet a gagné un 'Cigarette' #201094.
[18:50:54	]Garet s'est give ciggie_pack.
[18:50:54	]Garet a gagné un 'Paquet de cigarettes - Edition Bienfaiteur' #201095.
[18:50:55	]Garet a gagné un 'Cigarette' #201096.
[18:50:55	]Garet a gagné un 'Cigarette' #201097.
[18:50:55	]Garet a gagné un 'Cigarette' #201098.
[18:50:55	]Garet a gagné un 'Cigarette' #201099.
[18:50:55	]Garet a gagné un 'Cigarette' #201100.
[18:50:55	]Garet a gagné un 'Cigarette' #201101.
[18:50:55	]Garet a gagné un 'Cigarette' #201102.
[18:50:55	]Garet a gagné un 'Cigarette' #201103.
[18:50:55	]Garet a ouvert le stockage 'Grosse caisse en bois' #10544.
[18:51:13	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201095 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:13	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201086 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:14	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201059 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:14	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201050 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:14	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201041 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:15	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201032 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:15	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201023 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:15	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201077 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:16	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201014 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:16	]Garet a transféré un 'Paquet de cigarettes - Edition Bienfaiteur' #201068 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:17	]Garet a fermé le stockage 'Grosse caisse en bois' #10544.
[18:51:24	]Garet s'est give lighter.
[18:51:24	]Garet a gagné un 'Briquet en plastique' #201104.
[18:51:25	]Garet s'est give lighter.
[18:51:25	]Garet a gagné un 'Briquet en plastique' #201105.
[18:51:26	]Garet s'est give lighter.
[18:51:26	]Garet a gagné un 'Briquet en plastique' #201106.
[18:51:27	]Garet s'est give zippolighter.
[18:51:27	]Garet a gagné un 'Briquet Zippo' #201107.
[18:51:28	]Garet s'est give lighter.
[18:51:28	]Garet a gagné un 'Briquet en plastique' #201108.
[18:51:29	]Garet s'est give lighter.
[18:51:29	]Garet a gagné un 'Briquet en plastique' #201109.
[18:51:29	]Garet s'est give lighter.
[18:51:29	]Garet a gagné un 'Briquet en plastique' #201110.
[18:51:30	]Garet a ouvert le stockage 'Grosse caisse en bois' #10544.
[18:51:32	]Garet a transféré un 'Briquet en plastique' #201109 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:32	]Garet a transféré un 'Briquet en plastique' #201108 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:32	]Garet a transféré un 'Briquet Zippo' #201107 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:32	]Garet a transféré un 'Briquet en plastique' #201106 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:33	]Garet a transféré un 'Briquet en plastique' #201105 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:33	]Garet a transféré un 'Briquet en plastique' #201104 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:33	]Garet a transféré un 'Briquet en plastique' #201110 vers un conteneur nommé 'Grosse caisse en bois' #10544.
[18:51:49	]Garet a fermé le stockage 'Grosse caisse en bois' #10544.
[18:52:20	]Garet a activé le mode observateur.
[18:53:33	]Garet a désactivé le mode observateur à son point d'origine.
[18:53:35	]Garet a fait apparaitre 'models/props_junk/wood_crate002a.mdl.
[18:53:38	]Garet a fait apparaitre 'models/props_junk/wood_crate002a.mdl.
[18:53:41	]Garet a fait apparaitre 'models/props_junk/wood_crate002a.mdl.
[18:55:26	]Garet created a 'Grosse caisse en bois' container.
[18:55:26	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[18:55:27	]Garet created a 'Grosse caisse en bois' container.
[18:55:27	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[18:55:28	]Garet created a 'Grosse caisse en bois' container.
[18:55:28	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[18:55:29	]Garet a utilisé une option de menu contextuel portant ce nom : ixpropviewowner
[18:55:33	]Garet a défini le stockage 'Grosse caisse en bois' sur privé, détenu par '10557'.
[18:55:33	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setprivate
[18:55:35	]Garet a défini le stockage 'Grosse caisse en bois' sur privé, détenu par '10556'.
[18:55:35	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setprivate
[18:55:39	]Garet a défini le stockage 'Grosse caisse en bois' sur privé, détenu par '10555'.
[18:55:39	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setprivate
[18:55:48	]Garet a défini le mot de passe du stockage sur 'Grosse caisse en bois' (#10557).
[18:55:48	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setpassword
[18:55:51	]Garet a défini le mot de passe du stockage sur 'Grosse caisse en bois' (#10556).
[18:55:51	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setpassword
[18:55:54	]Garet a défini le mot de passe du stockage sur 'Grosse caisse en bois' (#10555).
[18:55:54	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_setpassword
[18:55:58	]Garet a défini le mot de passe du stockage sur 'Grosse caisse en bois' (#10555).
[18:55:58	]Garet a utilisé une option de menu contextuel portant ce nom : wncontainer_changepassword_private
[18:56:08	]Garet s'est give turret_placer.
[18:56:08	]Garet a gagné un 'Placeur de tourelle' #201111.
[18:56:09	]Garet s'est give turret_placer.
[18:56:09	]Garet a gagné un 'Placeur de tourelle' #201112.
[18:56:09	]Garet s'est give turret_placer.
[18:56:09	]Garet a gagné un 'Placeur de tourelle' #201113.
[18:56:09	]Garet s'est give turret_placer.
[18:56:13	]Garet a ouvert le stockage 'Grosse caisse en bois' #10557.
[18:56:14	]Garet a transféré un 'Placeur de tourelle' #201113 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:15	]Garet a transféré un 'Placeur de tourelle' #201112 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:15	]Garet a transféré un 'Placeur de tourelle' #201111 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:16	]Garet a fermé le stockage 'Grosse caisse en bois' #10557.
[18:56:17	]Garet s'est give turret_placer.
[18:56:17	]Garet a gagné un 'Placeur de tourelle' #201114.
[18:56:17	]Garet s'est give turret_placer.
[18:56:18	]Garet a gagné un 'Placeur de tourelle' #201115.
[18:56:18	]Garet a ouvert le stockage 'Grosse caisse en bois' #10557.
[18:56:19	]Garet a transféré un 'Placeur de tourelle' #201115 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:19	]Garet a transféré un 'Placeur de tourelle' #201114 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:20	]Garet a fermé le stockage 'Grosse caisse en bois' #10557.
[18:56:29	]Garet s'est give barricade_placer.
[18:56:29	]Garet a gagné un 'Placeur de barricades' #201116.
[18:56:29	]Garet s'est give barricade_placer.
[18:56:29	]Garet a gagné un 'Placeur de barricades' #201117.
[18:56:30	]Garet s'est give barricade_placer.
[18:56:30	]Garet a gagné un 'Placeur de barricades' #201118.
[18:56:30	]Garet s'est give barricade_placer.
[18:56:30	]Garet a gagné un 'Placeur de barricades' #201119.
[18:56:31	]Garet s'est give barricade_placer.
[18:56:31	]Garet a gagné un 'Placeur de barricades' #201120.
[18:56:31	]Garet s'est give barricade_placer.
[18:56:31	]Garet a gagné un 'Placeur de barricades' #201121.
[18:56:32	]Garet s'est give barricade_placer.
[18:56:34	]Garet a ouvert le stockage 'Grosse caisse en bois' #10557.
[18:56:35	]Garet a transféré un 'Placeur de barricades' #201118 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:35	]Garet a transféré un 'Placeur de barricades' #201121 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:35	]Garet a transféré un 'Placeur de barricades' #201117 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:36	]Garet a transféré un 'Placeur de barricades' #201120 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:36	]Garet a transféré un 'Placeur de barricades' #201116 vers un conteneur nommé 'Grosse caisse en bois' #10557.
[18:56:37	]Garet a fermé le stockage 'Grosse caisse en bois' #10557.
[18:56:41	]Garet a ouvert le stockage 'Grosse caisse en bois' #10556.
[18:56:42	]Garet a transféré un 'Placeur de barricades' #201119 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:43	]Garet a fermé le stockage 'Grosse caisse en bois' #10556.
[18:56:44	]Garet s'est give barricade_placer.
[18:56:45	]Garet a gagné un 'Placeur de barricades' #201122.
[18:56:45	]Garet s'est give barricade_placer.
[18:56:45	]Garet a gagné un 'Placeur de barricades' #201123.
[18:56:46	]Garet s'est give barricade_placer.
[18:56:46	]Garet a gagné un 'Placeur de barricades' #201124.
[18:56:46	]Garet s'est give barricade_placer.
[18:56:46	]Garet a gagné un 'Placeur de barricades' #201125.
[18:56:47	]Garet s'est give barricade_placer.
[18:56:47	]Garet a gagné un 'Placeur de barricades' #201126.
[18:56:47	]Garet s'est give barricade_placer.
[18:56:48	]Garet a gagné un 'Placeur de barricades' #201127.
[18:56:48	]Garet s'est give barricade_placer.
[18:56:49	]Garet s'est give barricade_placer.
[18:56:49	]Garet a ouvert le stockage 'Grosse caisse en bois' #10556.
[18:56:50	]Garet a transféré un 'Placeur de barricades' #201124 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:51	]Garet a transféré un 'Placeur de barricades' #201127 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:51	]Garet a transféré un 'Placeur de barricades' #201123 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:51	]Garet a transféré un 'Placeur de barricades' #201126 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:51	]Garet a transféré un 'Placeur de barricades' #201122 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:52	]Garet a transféré un 'Placeur de barricades' #201125 vers un conteneur nommé 'Grosse caisse en bois' #10556.
[18:56:52	]Garet a fermé le stockage 'Grosse caisse en bois' #10556.
[18:56:58	]Garet a activé le mode observateur.
[18:57:08	]Garet a désactivé le mode observateur à son point d'origine.
[18:57:09	]Garet a activé le mode observateur.
[18:57:10	]Garet a désactivé le mode observateur à son point d'origine.
[18:57:12	]Garet a activé le mode observateur.
[18:57:14	]Garet a désactivé le mode observateur à son point d'origine.
[18:57:19	]Garet a fait apparaitre 'models/hunter/plates/plate2x6.mdl.
[18:57:21	]Garet a activé le mode observateur.
[18:57:27	]Garet a désactivé le mode observateur à son point d'origine.
[18:57:35	]Garet has fired a toolgun with the name: submaterial
[18:57:38	]Garet has fired a toolgun with the name: submaterial
[18:57:42	]Garet has fired a toolgun with the name: submaterial
[18:57:45	]Garet has fired a toolgun with the name: submaterial
[18:57:46	]Garet has fired a toolgun with the name: submaterial
[18:57:56	]Garet has fired a toolgun with the name: submaterial
[18:57:59	]Garet has fired a toolgun with the name: submaterial
[18:58:05	]Garet has fired a toolgun with the name: submaterial
[18:58:26	]Garet a activé persistance pour 'models/hunter/plates/plate2x6.mdl'.
[18:58:26	]Garet a utilisé une option de menu contextuel portant ce nom : persist
[18:58:27	]Garet a activé le mode observateur.
[18:58:52	]Garet a désactivé le mode observateur à son point d'origine.
[18:59:01	]Garet a activé le mode observateur.
[18:59:31	]Garet a désactivé le mode observateur à son point d'origine.
[18:59:32	]Garet s'est give civil_protection_ration.
[18:59:32	]Garet a gagné un 'Ration - Protection civile' #201128.
[18:59:32	]Garet s'est give civil_protection_ration.
[18:59:32	]Garet a gagné un 'Ration - Protection civile' #201129.
[18:59:33	]Garet s'est give civil_protection_ration.
[18:59:33	]Garet a gagné un 'Ration - Protection civile' #201130.
[18:59:33	]Garet s'est give civil_protection_ration.
[18:59:33	]Garet a gagné un 'Ration - Protection civile' #201131.
[18:59:34	]Garet s'est give civil_protection_ration.
[18:59:34	]Garet a gagné un 'Ration - Protection civile' #201132.
[18:59:35	]Garet s'est give civil_protection_ration.
[18:59:35	]Garet a gagné un 'Ration - Protection civile' #201133.
[18:59:36	]Garet s'est give civil_protection_ration.
[18:59:36	]Garet a gagné un 'Ration - Protection civile' #201134.
[18:59:36	]Garet s'est give civil_protection_ration.
[18:59:36	]Garet a gagné un 'Ration - Protection civile' #201135.
[18:59:37	]Garet s'est give civil_protection_ration.
[18:59:37	]Garet a gagné un 'Ration - Protection civile' #201136.
[18:59:38	]Garet s'est give civil_protection_ration.
[18:59:38	]Garet a gagné un 'Ration - Protection civile' #201137.
[18:59:38	]Garet s'est give civil_protection_ration.
[18:59:38	]Garet a gagné un 'Ration - Protection civile' #201138.
[18:59:39	]Garet s'est give civil_protection_ration.
[18:59:39	]Garet a gagné un 'Ration - Protection civile' #201139.
[18:59:39	]Garet s'est give civil_protection_ration.
[18:59:40	]Garet a gagné un 'Ration - Protection civile' #201140.
[18:59:40	]Garet s'est give civil_protection_ration.
[18:59:40	]Garet a gagné un 'Ration - Protection civile' #201141.
[18:59:41	]Garet s'est give civil_protection_ration.
[18:59:41	]Garet a gagné un 'Ration - Protection civile' #201142.
[18:59:43	]Garet a ouvert le stockage 'Grosse caisse en bois' #10555.
[18:59:44	]Garet a fermé le stockage 'Grosse caisse en bois' #10555.
[18:59:45	]Garet a ouvert le stockage 'Grosse caisse en bois' #10555.
[18:59:46	]Garet a transféré un 'Ration - Protection civile' #201139 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:47	]Garet a transféré un 'Ration - Protection civile' #201138 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:47	]Garet a transféré un 'Ration - Protection civile' #201133 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:47	]Garet a transféré un 'Ration - Protection civile' #201132 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:47	]Garet a transféré un 'Ration - Protection civile' #201131 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:48	]Garet a transféré un 'Ration - Protection civile' #201137 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:48	]Garet a transféré un 'Ration - Protection civile' #201130 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:48	]Garet a transféré un 'Ration - Protection civile' #201136 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:49	]Garet a transféré un 'Ration - Protection civile' #201142 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:49	]Garet a transféré un 'Ration - Protection civile' #201141 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:49	]Garet a transféré un 'Ration - Protection civile' #201135 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:49	]Garet a transféré un 'Ration - Protection civile' #201129 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:49	]Garet a transféré un 'Ration - Protection civile' #201128 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:50	]Garet a transféré un 'Ration - Protection civile' #201134 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:50	]Garet a transféré un 'Ration - Protection civile' #201140 vers un conteneur nommé 'Grosse caisse en bois' #10555.
[18:59:51	]Garet a fermé le stockage 'Grosse caisse en bois' #10555.
[18:59:57	]Garet s'est give improved_ration.
[18:59:57	]Garet a gagné un 'Ration - Amélioré' #201143.
[18:59:58	]Garet s'est give improved_ration.
[18:59:58	]Garet a gagné un 'Ration - Amélioré' #201144.
[18:59:59	]Garet s'est give improved_ration.
[18:59:59	]Garet a gagné un 'Ration - Amélioré' #201145.
[18:59:59	]Garet s'est give improved_ration.
[18:59:59	]Garet a gagné un 'Ration - Amélioré' #201146.
[19:00:00	]Garet s'est give improved_ration.
[19:00:00	]Garet a gagné un 'Ration - Amélioré' #201147.
[19:00:00	]Garet s'est give improved_ration.
[19:00:00	]Garet a gagné un 'Ration - Amélioré' #201148.
[19:00:01	]Garet s'est give improved_ration.
[19:00:01	]Garet a gagné un 'Ration - Amélioré' #201149.
[19:00:01	]Garet s'est give improved_ration.
[19:00:01	]Garet a gagné un 'Ration - Amélioré' #201150.
[19:00:02	]Garet s'est give improved_ration.
[19:00:02	]Garet a gagné un 'Ration - Amélioré' #201151.
[19:00:02	]Garet s'est give improved_ration.
[19:00:02	]Garet a gagné un 'Ration - Amélioré' #201152.
[19:00:02	]Garet s'est give improved_ration.
[19:00:03	]Garet a gagné un 'Ration - Amélioré' #201153.
[19:00:03	]Garet s'est give improved_ration.
[19:00:03	]Garet a gagné un 'Ration - Amélioré' #201154.
[19:00:04	]Garet s'est give improved_ration.
[19:00:04	]Garet a gagné un 'Ration - Amélioré' #201155.
[19:00:04	]Garet s'est give improved_ration.
[19:00:04	]Garet a gagné un 'Ration - Amélioré' #201156.
[19:00:05	]Garet s'est give improved_ration.
[19:00:05	]Garet a gagné un 'Ration - Amélioré' #201157.
[19:00:05	]Garet s'est give improved_ration.
[19:00:05	]Garet a gagné un 'Ration - Amélioré' #201158.
[19:00:06	]Garet s'est give improved_ration.
[19:00:06	]Garet a gagné un 'Ration - Amélioré' #201159.
[19:00:06	]Garet s'est give improved_ration.
[19:00:06	]Garet a gagné un 'Ration - Amélioré' #201160.
[19:00:07	]Garet s'est give improved_ration.
[19:00:07	]Garet a gagné un 'Ration - Amélioré' #201161.
[19:00:07	]Garet s'est give improved_ration.
[19:00:07	]Garet a gagné un 'Ration - Amélioré' #201162.
[19:00:08	]Garet s'est give improved_ration.
[19:00:08	]Garet a gagné un 'Ration - Amélioré' #201163.
[19:00:08	]Garet s'est give improved_ration.
