[09:24:00	]doctor sex has connected.
[16:06:42	]Sierra Karen has gained 3 chips.
[16:06:42	]Sierra Karen sold a 'comp_wood' to the 'Kaçakçı' smuggler.
[16:06:43	]John Brookly admin-searched the 'Enfekte Kontrolü Konteyneri' #2981 container.
[16:06:43	]John Brookly has used a context menu option with the name: wncontainer_view
[16:06:43	]Sierra Karen has gained 12 chips.
[16:06:43	]Sierra Karen sold a 'comp_nails_screws' to the 'Kaçakçı' smuggler.
[16:06:45	]John Brookly has gained a 'SK Maskesi' #20966 from a container with the name 'Enfekte Kontrolü Konteyneri' #2981.
[16:06:54	]John Brookly admin-closed the 'Enfekte Kontrolü Konteyneri' #2981 container.
[16:06:54	]Harry David used command '/PM brookly böyle birşey yapabilir demi'.
[16:06:55	]Harry David exited observer at their location.
[16:06:56	]John Brookly ran 'drop' on item 'SK Maskesi' (#20966)
[16:06:56	]John Brookly has lost a 'SK Maskesi' #20966.
[16:06:57	]Harry David entered observer.
[16:06:58	]John Brookly has used a context menu option with the name: remove
[16:07:00	]Harry David exited observer at their location.
[16:07:00	]Harry David entered observer.
[16:07:03	]Harry David exited observer at their location.
[16:07:06	][LOOC] John Brookly: karakter öldürmesi yedi
[16:07:07	]John Brookly exited observer at their location.
[16:07:10	][IC] Harry David: Niyee.
[16:07:13	][IC] Harry David: Niye.
[16:07:18	][IC] John Brookly: SK ya saldırı, üzerinde silah bulundurma.
[16:07:19	]Sierra Karen used the 'Kaçakçı' smuggler.
[16:07:23	][IC] Harry David: He tamam.
[16:07:24	][IC] John Brookly: Tutuklanmadan kacma.
[16:07:26	]John Brookly entered observer.
[16:07:28	][IC] Harry David: Birde.
[16:07:28	]Harry David entered observer.
[16:07:29	]John Brookly opened the 'Enfekte Kontrolü Konteyneri' #2981 container.
[16:07:31	]Harry David exited observer at their location.
[16:07:33	]John Brookly closed the 'Enfekte Kontrolü Konteyneri' #2981 container.
[16:07:34	][IC] Harry David: Burdamısın.
[16:07:34	]Harry David entered observer.
[16:07:35	]John Brookly exited observer at their location.
[16:07:35	]John Brookly used command '/ToggleRaise'.
[16:07:36	][IC] John Brookly: He.
[16:07:36	]Harry David exited observer at their location.
[16:07:45	][IC] Harry David: Aga kapıyı koyamıyorum ayarlanamıyo.
[16:07:46	][IC] Harry David: Gel bi.
[16:07:46	]Harry David entered observer.
[16:07:50	]Sierra Karen ran 'take' on item 'Araba Aküsü' (#22909)
[16:07:50	]Sierra Karen has gained a 'Araba Aküsü' #22909.
[16:07:51	]Sierra Karen ran 'take' on item 'Cam kırıkları' (#22939)
[16:07:51	]Sierra Karen has gained a 'Cam kırıkları' #22939.
[16:07:51	]Sierra Karen ran 'take' on item 'Araba Aküsü' (#18517)
[16:07:51	]Sierra Karen has gained a 'Araba Aküsü' #18517.
[16:07:53	]Sierra Karen ran 'Consume' on item 'Breen'in Suyu' (#21059)
[16:07:53	]Sierra Karen has gained a 'Boş Breen'in Suyu' #22972.
[16:07:56	]John Brookly entered observer.
[16:07:57	]Sierra Karen ran 'take' on item 'Plastik Levhalar' (#21131)
[16:07:57	]Sierra Karen has gained a 'Plastik Levhalar' #21131.
[16:07:58	]Sierra Karen ran 'take' on item 'Buzdolabı Kapağı' (#22921)
[16:07:58	]Sierra Karen has gained a 'Buzdolabı Kapağı' #22921.
[16:07:59	]Sierra Karen ran 'take' on item 'Kırık TV Monitörü' (#17332)
[16:07:59	]Sierra Karen has gained a 'Kırık TV Monitörü' #17332.
[16:07:59	]Harry David exited observer at their location.
[16:08:01	]Sierra Karen ran 'take' on item 'Kömür' (#21126)
[16:08:01	]Sierra Karen has gained a 'Kömür' #21126.
[16:08:02	]Harry David ran SAM command 'bring' with arguments: 'brookly'
[16:08:04	]John Brookly exited observer at their location.
[16:08:04	]Harry David entered observer.
[16:08:05	][IC] John Brookly: Hm.
[16:08:06	]Harry David exited observer at their location.
[16:08:10	][IC] Harry David: Buraya koyamıyon.
[16:08:11	]Sierra Karen has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:08:11	]Sierra Karen has gained a 'Plastik Çöp' #22973.
[16:08:14	][IC] Harry David: Crat yapmış duvarları.
[16:08:17	]Sierra Karen ran 'Consume' on item 'Breen'in Suyu' (#22950)
[16:08:19	]John Brookly has fired a toolgun with the name: prop_door
[16:08:28	]John Brookly has fired a toolgun with the name: prop_door
[16:08:34	]Sierra Karen ran 'take' on item 'Boş Breen'in Suyu' (#22974)
[16:08:34	]Sierra Karen has gained a 'Boş Breen'in Suyu' #22974.
[16:08:34	][IC] Harry David: Ana.
[16:08:35	][IC] John Brookly: Oldumu.
[16:08:38	]John Brookly entered observer.
[16:08:39	]John Brookly exited observer at their location.
[16:08:40	]Harry David entered observer.
[16:08:40	]Sierra Karen ran 'combine' on item 'Cam kırıkları' (#22967)
[16:08:41	]Harry David exited observer at their location.
[16:08:43	]Sierra Karen ran 'drop' on item 'Kırık TV Monitörü' (#22953)
[16:08:43	]Sierra Karen has lost a 'Kırık TV Monitörü' #22953.
[16:08:43	]John Brookly entered observer.
[16:08:44	]John Brookly exited observer at their location.
[16:08:44	]Sierra Karen ran 'drop' on item 'Kırık Klavye' (#22965)
[16:08:44	]Sierra Karen has lost a 'Kırık Klavye' #22965.
[16:08:45	]Sierra Karen ran 'drop' on item 'Kırık TV Monitörü' (#17332)
[16:08:45	]Sierra Karen has lost a 'Kırık TV Monitörü' #17332.
[16:08:46	]Sierra Karen ran 'drop' on item 'Kömür' (#21126)
[16:08:46	]Sierra Karen has lost a 'Kömür' #21126.
[16:08:51	][IC] Harry David: Duvarı biraz daha çeksekmi.
[16:08:52	]John Brookly has fired a toolgun with the name: prop_door
[16:08:52	]Sierra Karen has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:08:57	]Sierra Karen ran 'drop' on item 'Araba Aküsü' (#22909)
[16:08:57	]Sierra Karen has lost a 'Araba Aküsü' #22909.
[16:08:59	]Sierra Karen ran 'drop' on item 'Araba Aküsü' (#18517)
[16:08:59	]Sierra Karen has lost a 'Araba Aküsü' #18517.
[16:09:00	]Sierra Karen ran 'drop' on item 'Boş Benzin Bidonu' (#17300)
[16:09:00	]Sierra Karen has lost a 'Boş Benzin Bidonu' #17300.
[16:09:01	][IC] John Brookly: Cok yakın.
[16:09:01	]Sierra Karen ran 'drop' on item 'Boş Benzin Bidonu' (#17928)
[16:09:01	]Sierra Karen has lost a 'Boş Benzin Bidonu' #17928.
[16:09:02	]Sierra Karen ran 'drop' on item 'Boş Benzin Bidonu' (#22955)
[16:09:02	]Sierra Karen has lost a 'Boş Benzin Bidonu' #22955.
[16:09:02	]Sierra Karen ran 'drop' on item 'Bilgisayar Parçaları' (#22937)
[16:09:02	]Sierra Karen has lost a 'Bilgisayar Parçaları' #22937.
[16:09:03	][IC] John Brookly: Asansore.
[16:09:06	][IC] John Brookly: O yüzden.
[16:09:06	]John Brookly entered observer.
[16:09:07	]Harry David entered observer.
[16:09:09	]Harry David exited observer at their location.
[16:09:10	]Sierra Karen ran 'drop' on item 'Plastik Levhalar' (#21131)
[16:09:10	]Sierra Karen has lost a 'Plastik Levhalar' #21131.
[16:09:13	]Sierra Karen ran 'drop' on item 'Buzdolabı Kapağı' (#22921)
[16:09:13	]Sierra Karen has lost a 'Buzdolabı Kapağı' #22921.
[16:09:20	]Harry David used command '/PM brookly aga ayarlayalım ameliyathaneyi o zaman duvarlarını falan'.
[16:09:20	]Harry David entered observer.
[16:09:23	]Harry David exited observer at their location.
[16:09:29	]Harry David entered observer.
[16:09:31	]John Brookly exited observer at their location.
[16:09:32	]John Brookly entered observer.
[16:09:32	]Harry David exited observer at their location.
[16:09:33	]Harry David entered observer.
[16:09:33	]John Brookly exited observer at their location.
[16:09:34	]Harry David exited observer at their location.
[16:09:35	]John Brookly entered observer.
[16:09:35	]John Brookly exited observer at their location.
[16:09:46	]John Brookly entered observer.
[16:09:47	]John Brookly exited observer at their location.
[16:09:49	]Harry David has used a context menu option with the name: ixpropviewowner
[16:09:51	]John Brookly entered observer.
[16:09:53	]Harry David entered observer.
[16:09:54	]Harry David exited observer at their location.
[16:09:54	]Harry David entered observer.
[16:09:54	]Harry David exited observer at their location.
[16:09:55	]C24:i3.VICE-66[E] is no longer afk. Total time spent AFK: 525
[16:09:56	]Harry David has taken 0 damage from worldspawn.
[16:09:57	]Harry David entered observer.
[16:09:59	]Harry David exited observer at their location.
[16:10:18	]Harry David entered observer.
[16:10:21	]Harry David exited observer at their location.
[16:10:57	]Harry David used command '/PM brookly aga ayarlayalım ameliyathaneyi o zaman duvarlarını falan'.
[16:11:16	]John Brookly exited observer at their location.
[16:11:28	]Sierra Karen has gained a 'Parçalanmış Çekmece' #22975.
[16:11:28	]Sierra Karen has gained a 'Eski Masa Saati' #22976.
[16:11:31	]John Brookly has disabled persistence for 'models/hunter/blocks/cube2x3x025.mdl'.
[16:11:31	]John Brookly has used a context menu option with the name: persist_end
[16:11:32	]John Brookly has disabled persistence for 'models/hunter/blocks/cube2x3x025.mdl'.
[16:11:32	]John Brookly has used a context menu option with the name: persist_end
[16:11:33	]John Brookly has disabled persistence for 'models/hunter/blocks/cube3x6x025.mdl'.
[16:11:33	]John Brookly has used a context menu option with the name: persist_end
[16:11:35	]John Brookly has disabled persistence for 'models/props_i17/stairs/baltic_stairs.mdl'.
[16:11:35	]John Brookly has used a context menu option with the name: persist_end
[16:11:36	]John Brookly has disabled persistence for 'models/props_i17/stairs/baltic_stairs.mdl'.
[16:11:36	]John Brookly has used a context menu option with the name: persist_end
[16:11:37	]John Brookly has disabled persistence for 'models/hunter/blocks/cube1x1x1.mdl'.
[16:11:37	]John Brookly has used a context menu option with the name: persist_end
[16:11:38	]Harry David entered observer.
[16:11:39	]Harry David exited observer at their location.
[16:11:47	]John Brookly has disabled persistence for 'models/hunter/blocks/cube075x2x025.mdl'.
[16:11:47	]John Brookly has used a context menu option with the name: persist_end
[16:12:06	][IC] Harry David: Neyle.
[16:12:08	][IC] Harry David: Ypıyonü.
[16:12:12	][IC] John Brookly: Precision tool.
[16:12:16	]Sierra Karen has gained a 'Kırık Alıcı' #22977.
[16:12:16	]Sierra Karen has gained a 'Eski Lastik' #22978.
[16:12:24	]Harry David has spawned 'models/Gibs/HGIBS.mdl'.
[16:12:25	]Harry David has fired a toolgun with the name: precision
[16:12:25	]Harry David has fired a toolgun with the name: precision
[16:12:25	]Harry David has fired a toolgun with the name: precision
[16:12:25	]Harry David has fired a toolgun with the name: precision
[16:12:26	]Harry David has fired a toolgun with the name: precision
[16:12:38	]John Brookly entered observer.
[16:12:39	]John Brookly exited observer at their location.
[16:12:52	]Tristram Chastain entered observer.
[16:12:53	]Tristram Chastain is no longer afk. Total time spent AFK: 840
[16:12:57	]John Brookly entered observer.
[16:12:58	]Tristram Chastain exited observer at their location.
[16:13:00	]John Brookly exited observer at their location.
[16:13:03	]Sierra Karen is fully healed.
[16:13:16	]Tristram Chastain has gained a 'Buzdolabı Kapağı' #22979.
[16:13:19	]C24:i3.VICE-66[E] used command '/PM cha'.
[16:13:21	]John Brookly entered observer.
[16:13:23	]John Brookly exited observer at their location.
[16:13:23	]John Brookly entered observer.
[16:13:24	]Tristram Chastain ran 'drop' on item 'Buzdolabı Kapağı' (#22979)
[16:13:24	]Tristram Chastain has lost a 'Buzdolabı Kapağı' #22979.
[16:13:24	]John Brookly exited observer at their location.
[16:13:30	]Sierra Karen has gained a 'Parçalanmış Çekmece' #22980.
[16:13:30	]Sierra Karen has gained a 'Dayanıksız Metal Boru' #22981.
[16:13:31	][IC] Harry David: Içini ayarlarım.
[16:13:32	][IC] Tristram Chastain: D.
[16:13:33	]Tristram Chastain entered observer.
[16:13:34	]C24:i3.VICE-66[E] used command '/PM tris bugün kaçırıp kanalizasyona götürüp öldürdüğüm cp sen miydin?'.
[16:13:36	][IC] Harry David: Güzel oldu.
[16:13:37	]Harry David is fully healed.
[16:13:42	][IC] Harry David: Eline sağlık knk.
[16:13:47	]Tristram Chastain used command '/PM C24 yok'.
[16:13:49	]Tristram Chastain exited observer at their location.
[16:13:54	][IC] Harry David: Şunlaır kalıcı yapalımmı tekrar.
[16:14:08	]Tristram Chastain entered observer.
[16:14:09	]John Brookly entered observer.
[16:14:10	]Tristram Chastain exited observer at their location.
[16:14:17	]John Brookly exited observer at their location.
[16:14:31	]John Brookly entered observer.
[16:14:39	]Sierra Karen used the 'Kaçakçı' smuggler.
[16:14:42	]Sierra Karen has gained 2 chips.
[16:14:42	]Sierra Karen sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[16:14:43	]Sierra Karen has gained 2 chips.
[16:14:43	]Sierra Karen sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[16:14:45	]Sierra Karen has gained 2 chips.
[16:14:45	]Sierra Karen sold a 'comp_glass' to the 'Kaçakçı' smuggler.
[16:14:45	]Sierra Karen has gained 2 chips.
[16:14:45	]Sierra Karen sold a 'comp_glass' to the 'Kaçakçı' smuggler.
[16:14:46	]Sierra Karen has gained 2 chips.
[16:14:46	]Sierra Karen sold a 'comp_glass' to the 'Kaçakçı' smuggler.
[16:14:46	]John Brookly exited observer at their location.
[16:14:47	]John Brookly entered observer.
[16:15:11	]Harry David entered observer.
[16:15:17	]Mewo (STEAM_0:0:564881553) has disconnected.
[16:15:18	]Harry David exited observer at their location.
[16:15:26	]Harry David has enabled persistence for 'models/hunter/blocks/cube3x6x025.mdl'.
[16:15:26	]Harry David has used a context menu option with the name: persist
[16:15:28	]Harry David has enabled persistence for 'models/hunter/blocks/cube075x2x025.mdl'.
[16:15:28	]Harry David has used a context menu option with the name: persist
[16:15:29	]Harry David has enabled persistence for 'models/hunter/blocks/cube2x3x025.mdl'.
[16:15:29	]Harry David has used a context menu option with the name: persist
[16:15:30	]Harry David has enabled persistence for 'models/hunter/blocks/cube2x3x025.mdl'.
[16:15:30	]Harry David has used a context menu option with the name: persist
[16:15:40	]Tristram Chastain entered observer.
[16:15:50	]Tristram Chastain exited observer at their location.
[16:15:54	]Harry David has disabled persistence for 'models/pg_props/pg_hospital/pg_optable.mdl'.
[16:15:54	]Harry David has used a context menu option with the name: persist_end
[16:15:55	]Tristram Chastain entered observer.
[16:15:56	]Tristram Chastain exited observer at their location.
[16:15:57	]Harry David has disabled persistence for 'models/props_c17/hospital_cart01.mdl'.
[16:15:57	]Harry David has used a context menu option with the name: persist_end
[16:15:58	]Tristram Chastain entered observer.
[16:16:00	]Tristram Chastain exited observer at their location.
[16:16:00	]Tristram Chastain entered observer.
[16:16:00	]Harry David has disabled persistence for 'models/pg_props/pg_hospital/pg_ekg.mdl'.
[16:16:00	]Harry David has used a context menu option with the name: persist_end
[16:16:03	]Tristram Chastain exited observer at their location.
[16:16:24	]Tristram Chastain has gained a 'Kırık TV Monitörü' #22982.
[16:16:24	]Tristram Chastain has gained a 'Boş Votka Şişesi' #22983.
[16:16:27	]Tristram Chastain ran 'drop' on item 'Boş Votka Şişesi' (#22983)
[16:16:27	]Tristram Chastain has lost a 'Boş Votka Şişesi' #22983.
[16:16:29	]Tristram Chastain ran 'drop' on item 'Kırık TV Monitörü' (#22982)
[16:16:29	]Tristram Chastain has lost a 'Kırık TV Monitörü' #22982.
[16:16:39	]Harry David has enabled persistence for 'models/props_c17/hospital_cart01.mdl'.
[16:16:39	]Harry David has used a context menu option with the name: persist
[16:16:40	]Harry David has enabled persistence for 'models/pg_props/pg_hospital/pg_ekg.mdl'.
[16:16:40	]Harry David has used a context menu option with the name: persist
[16:16:46	]Harry David has enabled persistence for 'models/pg_props/pg_hospital/pg_optable.mdl'.
[16:16:46	]Harry David has used a context menu option with the name: persist
[16:16:51	]Harry David has disabled persistence for 'models/props_c17/hospital_cart01.mdl'.
[16:16:51	]Harry David has used a context menu option with the name: persist_end
[16:16:55	]Harry David has enabled persistence for 'models/props_c17/hospital_cart01.mdl'.
[16:16:55	]Harry David has used a context menu option with the name: persist
[16:17:02	]Tristram Chastain entered observer.
[16:17:04	]Harry David has disabled persistence for 'models/props_c17/hospital_ivstand01.mdl'.
[16:17:04	]Harry David has used a context menu option with the name: persist_end
[16:17:07	]Tristram Chastain exited observer at their location.
[16:17:13	]Harry David has enabled persistence for 'models/props_c17/hospital_ivstand01.mdl'.
[16:17:13	]Harry David has used a context menu option with the name: persist
[16:17:24	]Harry David has disabled persistence for 'models/props_unique/hospital/surgery_lamp.mdl'.
[16:17:24	]Harry David has used a context menu option with the name: persist_end
[16:17:32	]Harry David has enabled persistence for 'models/props_unique/hospital/surgery_lamp.mdl'.
[16:17:32	]Harry David has used a context menu option with the name: persist
[16:18:00	]Harry David has fired a toolgun with the name: prop_door
[16:18:14	]Harry David has fired a toolgun with the name: prop_door
[16:18:28	]Tristram Chastain has gained a 'Boş Plastik Sürahi' #22984.
[16:18:28	]Tristram Chastain has gained a 'Kırık Alıcı' #22985.
[16:18:32	]Harry David has fired a toolgun with the name: prop_door
[16:18:34	]Tristram Chastain ran 'drop' on item 'Boş Plastik Sürahi' (#22984)
[16:18:34	]Tristram Chastain has lost a 'Boş Plastik Sürahi' #22984.
[16:18:34	]Tristram Chastain ran 'drop' on item 'Kırık Alıcı' (#22985)
[16:18:34	]Tristram Chastain has lost a 'Kırık Alıcı' #22985.
[16:18:48	]Tristram Chastain entered observer.
[16:18:57	]Tristram Chastain has enabled persistence for 'models/props_vehicles/trailer002a.mdl'.
[16:18:57	]Tristram Chastain has used a context menu option with the name: persist
[16:19:01	]Tristram Chastain exited observer at their location.
[16:19:19	]Tristram Chastain used command '/PM John Brookly İşletme sahipleri için bir rol var mı'.
[16:19:29	]John Brookly used command '/PM tristram yok, citizenlar'.
[16:19:30	]Tristram Chastain opened the 'Buzdolabı' #3029 container.
[16:19:38	]Harry David has spawned a cmrulock.
[16:19:39	]Tristram Chastain closed the 'Buzdolabı' #3029 container.
[16:19:39	]Harry David has spawned a cmrulock.
[16:19:40	]Harry David ran 'take' on item 'CMRU Lock' (#22987)
[16:19:40	]Harry David has gained a 'CMRU Lock' #22987.
[16:19:41	]Harry David ran 'take' on item 'CMRU Lock' (#22986)
[16:19:41	]Harry David has gained a 'CMRU Lock' #22986.
[16:19:45	]Harry David ran 'Place' on item 'CMRU Lock' (#22986)
[16:19:59	]Harry David ran 'Place' on item 'CMRU Lock' (#22987)
[16:20:33	]John Brookly ran 'ViewAlt' on item 'Goodfella Puro' (#20114)
[16:20:36	]John Brookly ran 'ViewAlt' on item 'Goodfella Puro' (#22053)
[16:20:39	]John Brookly has used a context menu option with the name: remove
[16:20:40	]John Brookly has used a context menu option with the name: remove
[16:20:58	]Smith Murphy used command '/ExitAct'.
[16:21:00	]Tristram Chastain opened the 'Buzdolabı' #3029 container.
[16:21:01	]Tristram Chastain closed the 'Buzdolabı' #3029 container.
[16:21:20	]Scientist has unloaded their "C24:i3.VICE-66[E]" character.
[16:21:38	]Victorian loaded the character 'Chang Huo'
[16:21:43	]Chang Huo entered observer.
[16:21:45	]John Brookly opened the 'Sivil Koruma Döküman ve Yönelge Dolabı' #2289 container.
[16:21:47	]John Brookly closed the 'Sivil Koruma Döküman ve Yönelge Dolabı' #2289 container.
[16:21:52	]John Brookly has used a context menu option with the name: remove
[16:21:52	]Smith Murphy used command '/ActSit 6'.
[16:21:53	]Smith Murphy used command '/ExitAct'.
[16:21:57	]Chang Huo has spawned a book.
[16:21:57	]John Brookly has used a context menu option with the name: remove
[16:22:04	]Chang Huo exited observer at their location.
[16:22:07	]John Brookly exited observer at their location.
[16:22:11	]Victorian loaded the character 'Fikret Saric'
[16:22:12	][LOOC] John Brookly: yerinde olsam
[16:22:12	]John Brookly entered observer.
[16:22:16	]John Brookly exited observer at their location.
[16:22:17	]John Brookly entered observer.
[16:22:18	][LOOC] John Brookly: yerinde olsam
[16:22:19	][LOOC] Fikret Saric: dinliyorum
[16:22:19	]Fikret Saric entered observer.
[16:22:20	]Smith Murphy has taken 1 damage from worldspawn.
[16:22:22	]Fikret Saric exited observer at their location.
[16:22:26	][LOOC] John Brookly: baska karakterden spawnladığım seyi almaya calısmazdım
[16:22:29	][LOOC] John Brookly: baska karakterden spawnladığım seyi almaya calısmazdım
[16:22:29	]John Brookly exited observer at their location.
[16:22:40	][LOOC] John Brookly: farklı karakterin esyası olarak sayılıyor
[16:22:42	][LOOC] John Brookly: eğer alırsan
[16:22:43	]John Brookly entered observer.
[16:22:43	]Smith Murphy ran 'stopsmoke' on item 'Sigara' (#22060)
[16:22:44	]John Brookly exited observer at their location.
[16:22:45	][IC] Fikret Saric: Ups.
[16:22:46	]Smith Murphy used the 'Kaçakçı' smuggler.
[16:22:47	]John Brookly entered observer.
[16:22:57	]Fikret Saric entered observer.
[16:23:17	]Fikret Saric exited observer at their location.
[16:23:43	]Fikret Saric entered observer.
[16:23:46	]Fikret Saric exited observer at their location.
[16:24:32	]Fikret Saric opened the 'Buzdolabı' #3029 container.
[16:24:36	]Fikret Saric closed the 'Buzdolabı' #3029 container.
[16:24:47	]Fikret Saric ran 'Write' on item 'Kitap' (#22988)
[16:24:47	]Harry David entered observer.
[16:24:54	]Fikret Saric entered observer.
[16:24:55	]Harry David has enabled persistence for 'models/props_c17/door01_left.mdl'.
[16:24:55	]Harry David has used a context menu option with the name: persist
[16:24:57	]Harry David has enabled persistence for 'models/props_c17/door01_left.mdl'.
[16:24:57	]Harry David has used a context menu option with the name: persist
[16:25:09	]Fikret Saric exited observer at their location.
[16:25:23	]John Brookly opened the 'Enfekte Kontrolü Konteyneri' #2981 container.
[16:25:24	]Harry David exited observer at their location.
[16:25:26	]Fikret Saric ran 'Use' on item '20 Kredi Kuponu' (#20866)
[16:25:30	]Harry David ran 'drop' on item 'USP-45' (#22359)
[16:25:30	]Harry David has lost a 'USP-45' #22359.
[16:25:32	]Harry David ran 'take' on item 'USP-45' (#22359)
[16:25:32	]Harry David has gained a 'USP-45' #22359.
[16:25:36	][LOOC] Harry David: bug oldu
[16:25:39	]John Brookly closed the 'Enfekte Kontrolü Konteyneri' #2981 container.
[16:25:41	]Fikret Saric ran 'Use' on item '20 Kredi Kuponu' (#20866)
[16:25:42	]Harry David has acquired his ration, gaining 0 credits, 50 wages and a priority_ration ration.
[16:25:43	]Fikret Saric has used a coupon at a ration dispenser, gaining 20 credits.
[16:25:47	]Fikret Saric ran 'Use' on item '20 Kredi Kuponu' (#20866)
[16:25:49	]Fikret Saric has used a coupon at a ration dispenser, gaining 20 credits.
[16:25:55	]Harry David ran 'take' on item 'Öncelikli Loyalist Rasyonu' (#22989)
[16:25:55	]Harry David has gained a 'Öncelikli Loyalist Rasyonu' #22989.
[16:26:03	]Victorian loaded the character 'Chang Huo'
[16:26:05	]Harry David ran SAM command 'asay' with arguments: 'sunucudan çıkıp giricem'
[16:26:10	]Revain (STEAM_0:1:608254786) has disconnected.
[16:26:25	]Scientist has gone afk.
[16:27:19	]Victorian loaded the character 'Tristram Chastain'
[16:27:46	]Revain has connected.
[16:27:50	]Trqea (STEAM_0:0:540952749) deleted character 'Smith Murphy'
[16:27:52	]Trqea (STEAM_0:0:540952749) deleted character 'Smith Murphy'
[16:29:26	]Tristram Chastain entered observer.
[16:29:27	]Tristram Chastain exited observer at their location.
[16:29:53	]Scientist loaded the character 'C24:i3.VICE-66[E]'
[16:29:53	]C24:i3.VICE-66[E] is no longer afk. Total time spent AFK: 505
[16:30:24	]Trqea created the character 'Smirh Murphy'
[16:30:24	]Smirh Murphy has gained a 'Açık Gri Kol Bandı' #22990.
[16:30:24	]Smirh Murphy has gained a '#22292 Kimlik Kartı' #22991.
[16:30:24	]Smirh Murphy has gained a 'Siyah Tulum' #22992.
[16:30:24	]Smirh Murphy has gained a 'Siyah tulum pantolonu' #22993.
[16:30:24	]Smirh Murphy has gained a 'Kahverengi Deri Çizme' #22994.
[16:30:24	]Smirh Murphy has gained a 'Gözlükler' #22995.
[16:30:24	]Trqea loaded the character 'Smirh Murphy'
[16:30:50	]Revain loaded the character 'Daisy Hope'
[16:30:55	]Daisy Hope entered observer.
[16:31:40	]Tristram Chastain has gained a 'Bilgisayar Parçaları' #22996.
[16:31:56	]Trqea (STEAM_0:0:540952749) has disconnected.
[16:33:22	]Scientist (STEAM_0:1:533519973) has disconnected.
[16:33:25	]Tristram Chastain entered observer.
[16:33:31	]Daisy Hope exited observer at their location.
[16:33:32	]Daisy Hope entered observer.
[16:33:33	]Tristram Chastain exited observer at their location.
[16:33:36	]John Brookly has given himself a capda.
[16:33:36	]John Brookly has gained a 'Civil Administration PDA' #22997.
[16:33:38	]John Brookly ran 'Equip' on item 'Civil Administration PDA' (#22997)
[16:33:38	]Tristram Chastain entered observer.
[16:33:41	]John Brookly ran 'EquipUn' on item 'Combine PDA' (#20223)
[16:33:43	]John Brookly ran 'Equip' on item 'Civil Administration PDA' (#22997)
[16:33:46	]John Brookly exited observer at their location.
[16:33:49	]Daisy Hope used command '/PM brookly capda ne la'.
[16:33:50	]Daisy Hope exited observer at their location.
[16:33:51	]John Brookly ran 'drop' on item 'Civil Administration PDA' (#22997)
[16:33:51	]John Brookly has lost a 'Civil Administration PDA' #22997.
[16:33:54	]John Brookly has used a context menu option with the name: remove
[16:33:55	][IC] John Brookly: Sordum.
[16:33:56	][IC] Daisy Hope: He.
[16:33:59	]Tristram Chastain exited observer at their location.
[16:34:02	][IC] John Brookly: City Admin whitelistinde yaparsın diyo.
[16:34:03	][IC] John Brookly: 1 dk.
[16:34:04	][IC] Daisy Hope: Kime sordun.
[16:34:08	][IC] John Brookly: Willard staff.
[16:34:09	][IC] Daisy Hope: Dur ben sana vereyim.
[16:34:11	][IC] John Brookly: Yok.
[16:34:12	][IC] John Brookly: Cca.
[16:34:14	][IC] John Brookly: Olmam lazım.
[16:34:15	][IC] John Brookly: 1 dk.
[16:34:15	][IC] Daisy Hope: CCA'mı.
[16:34:17	][IC] Daisy Hope: Tamam.
[16:34:24	]John Brookly used command '/PlyWhitelist Brookly Civil'.
[16:34:26	][IC] Daisy Hope: Aga.
[16:34:34	]Tristram Chastain has used a context menu option with the name: door_lockunlock
[16:34:52	]Hoo Lee Fuk created the character 'tetsetset'
[16:34:52	]Hoo Lee Fuk loaded the character 'tetsetset'
[16:34:52	]tetsetset has gained a '#23991 Kimlik Kartı' #22998.
[16:34:52	]tetsetset has gained a 'Combine PDA' #22999.
[16:34:56	]tetsetset ran 'Equip' on item 'Combine PDA' (#22999)
[16:34:59	]tetsetset ran 'EquipUn' on item 'Combine PDA' (#22999)
[16:35:04	]tetsetset has given himself a capda.
[16:35:04	]tetsetset has gained a 'Civil Administration PDA' #23000.
[16:35:07	]tetsetset ran 'Equip' on item 'Civil Administration PDA' (#23000)
[16:35:20	]otistik has connected.
[16:35:34	]tetsetset entered observer.
[16:35:36	]Daisy Hope entered observer.
[16:36:00	]otistik loaded the character 'Igor Makarov'
[16:36:16	]Igor Makarov ran 'drop' on item 'Havacı Gözlükleri' (#22724)
[16:36:16	]Igor Makarov has lost a 'Havacı Gözlükleri' #22724.
[16:36:17	]Igor Makarov entered observer.
[16:37:13	]Igor Makarov exited observer at their location.
[16:37:14	]Daisy Hope has taken 49 damage from Igor Makarov.
[16:37:14	]Daisy Hope has taken 35 damage from Igor Makarov.
[16:37:16	][IC] Tristram Chastain: 1?
[16:37:16	]Igor Makarov entered observer.
[16:37:17	]Igor Makarov exited observer at their location.
[16:37:19	][IC] Tristram Chastain: !?
[16:37:21	]Daisy Hope exited observer at their location.
[16:37:22	]Daisy Hope entered observer.
[16:37:34	]Daisy Hope exited observer at their location.
[16:37:35	]Igor Makarov entered observer.
[16:37:37	]Daisy Hope ran SAM command 'hp' with arguments: 'daisy' '100'
[16:37:40	]Daisy Hope is fully healed.
