[12:56:08	]Chogacz has connected.
[23:41:04	]Takajin Amano has fired a toolgun with the name: colour
[23:41:05	]Takajin Amano has fired a toolgun with the name: colour
[23:41:05	]Takajin Amano has fired a toolgun with the name: colour
[23:41:06	]Takajin Amano has fired a toolgun with the name: colour
[23:41:07	]Takajin Amano has fired a toolgun with the name: colour
[23:41:07	]Takajin Amano has fired a toolgun with the name: colour
[23:41:07	]Takajin Amano has fired a toolgun with the name: colour
[23:41:07	]Takajin Amano has fired a toolgun with the name: colour
[23:41:08	]Takajin Amano has fired a toolgun with the name: colour
[23:41:11	][IC] C17:RCT.YELLO-59: <:: Isoalte. ::>
[23:41:13	][IC] C17:RCT.YELLO-59: <:: Rozejść się! ::>
[23:41:27	][IC] C17:RCT.YELLO-59: <:: Amputation. ::>
[23:41:31	][IC] C17:RCT.YELLO-59: <:: Amputacja. ::>
[23:41:47	]C17:RCT.YELLO-78 has added area "Winda do Strefy Administracyjnej".
[23:41:58	]Takajin Amano has given himself a magazine_makeshift_15rnd.
[23:41:58	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1159.
[23:41:59	]Takajin Amano has given himself a magazine_makeshift_15rnd.
[23:41:59	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1160.
[23:42:01	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1159)
[23:42:02	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1160)
[23:42:04	]C17:RCT.YELLO-59 has spawned a 'Entity [653][item_ammo_ar2_altfire]'.
[23:42:04	]C17:RCT.YELLO-59 has spawned a 'Entity [660][item_ammo_ar2_altfire]'.
[23:42:05	]C17:RCT.YELLO-59 has spawned a 'Entity [661][item_ammo_ar2_altfire]'.
[23:42:05	]C17:RCT.YELLO-59 has spawned a 'Entity [662][item_ammo_ar2_altfire]'.
[23:42:05	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1145)
[23:42:06	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1147)
[23:42:10	]Takajin Amano ran 'Equip' on item 'Karabin Tichar' (#1137)
[23:42:10	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1160.
[23:42:12	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1160.
[23:42:12	]Takajin Amano was knocked unconscious and is bleeding out.
[23:42:13	]C17:RCT.YELLO-59 entered observer.
[23:42:15	]Takajin Amano ran SAM command 'slay' with arguments: '^'
[23:42:20	]Takajin Amano ran 'Equip' on item 'Karabin Tichar' (#1137)
[23:42:20	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1160.
[23:42:22	]Takajin Amano entered observer.
[23:42:23	]C17:RCT.YELLO-78 has added area "Winda do Lobby Nexusa".
[23:42:27	]Takajin Amano exited observer at their location.
[23:42:32	]Takajin Amano entered observer.
[23:42:33	]C17:RCT.YELLO-78 exited observer at their location.
[23:42:33	]Takajin Amano exited observer at their location.
[23:42:34	]C17:RCT.YELLO-59 exited observer at their location.
[23:42:35	]C17:RCT.YELLO-59 entered observer.
[23:42:42	]C17:RCT.YELLO-78 entered observer.
[23:42:44	]Takajin Amano entered observer.
[23:42:46	]C17:RCT.YELLO-78 used command '/AreaEdit'.
[23:42:53	]C17:RCT.YELLO-59 exited observer at their location.
[23:42:57	]Takajin Amano exited observer at their location.
[23:42:59	]C17:RCT.YELLO-59 entered observer.
[23:43:03	]C17:RCT.YELLO-59 exited observer at their location.
[23:43:06	]Takajin Amano has given himself a breach.
[23:43:06	]C17:RCT.YELLO-59 used command '/AreaEdit'.
[23:43:07	]Takajin Amano has given himself a breach.
[23:43:07	]Takajin Amano has given himself a breach.
[23:43:07	]C17:RCT.YELLO-59 entered observer.
[23:43:13	]Takajin Amano has given himself a breach.
[23:43:13	]Takajin Amano has gained a 'Ładunek wyważający' #1161.
[23:43:17	]Takajin Amano has given himself a breach.
[23:43:17	]Takajin Amano has gained a 'Ładunek wyważający' #1162.
[23:43:19	]Takajin Amano has given himself a breach.
[23:43:19	]Takajin Amano has gained a 'Ładunek wyważający' #1163.
[23:43:23	]Takajin Amano has given himself a breach.
[23:43:23	]Takajin Amano has gained a 'Ładunek wyważający' #1164.
[23:43:24	]C17:RCT.YELLO-78 has removed area "Winda do Lobby Nexusa".
[23:43:26	]Takajin Amano has given himself a breach.
[23:43:26	]Takajin Amano has gained a 'Ładunek wyważający' #1165.
[23:43:27	]C17:RCT.YELLO-78 has removed area "Hol".
[23:43:28	]Takajin Amano entered observer.
[23:43:28	]Takajin Amano exited observer at their location.
[23:43:30	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1159.
[23:43:34	]Takajin Amano ran 'Place' on item 'Ładunek wyważający' (#1165)
[23:43:44	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1146)
[23:43:45	]C17:RCT.YELLO-59 has pressed the "WIL_CheckpointAlarm" map button.
[23:43:58	]C17:RCT.YELLO-59 has spawned a 'NPC [634][npc_vj_civil_protection_z]'.
[23:43:58	]C17:RCT.YELLO-59 has spawned a 'NPC [661][npc_vj_civil_protection_z]'.
[23:44:07	]Takajin Amano has taken 1 damage from Civil Protection.
[23:44:08	]Takajin Amano has taken 5 damage from Civil Protection.
[23:44:08	]Takajin Amano has taken 5 damage from Civil Protection.
[23:44:08	]Takajin Amano has critically hit npc_vj_civil_protection_z in the chest dealing 0 damage (CritChance was 0.48).
[23:44:08	]Takajin Amano has critically hit npc_vj_civil_protection_z in the left arm dealing 18 damage (CritChance was 0.48).
[23:44:08	]Takajin Amano has taken 1 damage from Civil Protection.
[23:44:10	]Takajin Amano is fully healed.
[23:44:10	]C17:RCT.YELLO-78 has added area "Strefa Administracyjna".
[23:44:14	]Takajin Amano has critically hit npc_manhack dealing 21 damage (CritChance was 0.48).
[23:44:16	]Takajin Amano has hit npc_manhack dealing 13 damage (CritChance was 0.48).
[23:44:16	]Takajin Amano has hit npc_manhack dealing 13 damage (CritChance was 0.48).
[23:44:22	]Takajin Amano has taken 4 damage from npc_manhack.
[23:44:23	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1159.
[23:44:23	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1147.
[23:44:25	]Takajin Amano is fully healed.
[23:44:27	]C17:RCT.YELLO-59 has used a context menu option with the name: rb655_manhack_jam
[23:44:34	]Takajin Amano has hit npc_vj_civil_protection_z in the left arm dealing 9 damage (CritChance was 0.48).
[23:44:34	]Takajin Amano has hit npc_vj_civil_protection_z in the head dealing 11 damage (CritChance was 0.48).
[23:44:35	]Takajin Amano has hit npc_vj_civil_protection_z in the left arm dealing 9 damage (CritChance was 0.48).
[23:44:36	]Takajin Amano has hit npc_vj_civil_protection_z in the head dealing 11 damage (CritChance was 0.48).
[23:44:37	]Takajin Amano has taken 5 damage from Civil Protection.
[23:44:37	]Takajin Amano has hit npc_vj_civil_protection_z in the left arm dealing 9 damage (CritChance was 0.48).
[23:44:38	]Takajin Amano has critically hit npc_vj_civil_protection_z in the head dealing 23 damage (CritChance was 0.48).
[23:44:39	]Takajin Amano has taken 5 damage from Civil Protection.
[23:44:39	]Takajin Amano has critically hit npc_vj_civil_protection_z in the left arm dealing 18 damage (CritChance was 0.48).
[23:44:40	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1147.
[23:44:40	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1146.
[23:44:40	]Takajin Amano is fully healed.
[23:44:45	]C17:RCT.YELLO-78 has added area "Hol".
[23:45:03	]Takajin Amano has given himself a magazine_makeshift_15rnd.
[23:45:03	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1166.
[23:45:08	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1166)
[23:45:09	]C17:RCT.YELLO-59 has spawned a 'NPC [634][npc_vj_stalker_z]'.
[23:45:10	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1147)
[23:45:11	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1147)
[23:45:13	]Takajin Amano has given himself a magazine_makeshift_15rnd.
[23:45:13	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1167.
[23:45:16	]C17:RCT.YELLO-59 exited observer at their location.
[23:45:17	]C17:RCT.YELLO-59 has taken 2 damage from Combine Stalker.
[23:45:17	]C17:RCT.YELLO-59 entered observer.
[23:45:18	]Takajin Amano has given himself a magazine_makeshift_15rnd.
[23:45:18	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1168.
[23:45:24	]Takajin Amano has given himself a bullets_pistol.
[23:45:24	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1169.
[23:45:27	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1168)
[23:45:29	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1159)
[23:45:32	]Takajin Amano has given himself a bullets_pistol.
[23:45:32	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1170.
[23:45:32	]Takajin Amano has given himself a bullets_pistol.
[23:45:32	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1171.
[23:45:33	]Takajin Amano has given himself a bullets_pistol.
[23:45:33	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1172.
[23:45:36	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1147)
[23:45:38	]Takajin Amano has given himself a bullets_pistol.
[23:45:38	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1173.
[23:45:39	]Takajin Amano has given himself a bullets_pistol.
[23:45:39	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1174.
[23:45:39	]Takajin Amano has given himself a bullets_pistol.
[23:45:39	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1175.
[23:45:40	]Takajin Amano has given himself a bullets_pistol.
[23:45:40	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1176.
[23:45:43	]Takajin Amano has given himself a bullets_pistol.
[23:45:44	]Takajin Amano has gained a 'Amunicja kalibru 9mm' #1177.
[23:45:48	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:48	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:49	]Takajin Amano has hit npc_vj_stalker_z dealing 13 damage (CritChance was 0.48).
[23:45:49	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:49	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:49	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:49	]Takajin Amano has hit npc_vj_stalker_z dealing 13 damage (CritChance was 0.48).
[23:45:49	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:50	]Takajin Amano has taken 4 damage from Combine Stalker.
[23:45:50	]Takajin Amano has hit npc_vj_stalker_z dealing 13 damage (CritChance was 0.48).
[23:45:50	]Takajin Amano has critically hit npc_vj_stalker_z dealing 21 damage (CritChance was 0.48).
[23:45:51	]Takajin Amano has critically hit npc_vj_stalker_z dealing 21 damage (CritChance was 0.48).
[23:45:51	]C17:RCT.YELLO-78 has added area "Stołówka".
[23:45:51	]Takajin Amano has hit npc_vj_stalker_z dealing 13 damage (CritChance was 0.48).
[23:45:52	]Takajin Amano has critically hit npc_vj_stalker_z dealing 21 damage (CritChance was 0.48).
[23:45:53	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1146.
[23:45:53	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1168.
[23:45:54	]C17:RCT.YELLO-78 has removed area "Stołówka".
[23:46:05	]C17:RCT.YELLO-78 has added area "Stołówka".
[23:46:06	]C17:RCT.YELLO-59 has spawned a 'NPC [634][npc_vj_novaprospekt_shotgunner_z]'.
[23:46:08	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1168.
[23:46:08	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1166.
[23:46:12	]C17:RCT.YELLO-59 has spawned a 'NPC [634][npc_vj_mini_strider_synth_z]'.
[23:46:18	]C17:RCT.YELLO-59 has spawned a 'NPC [634][npc_vj_mini_strider_synth_z]'.
[23:46:20	]Takajin Amano has taken 6 damage from Mini Strider Synth.
[23:46:20	]Takajin Amano has taken 1 damage from Mini Strider Synth.
[23:46:20	]Takajin Amano has taken 1 damage from Mini Strider Synth.
[23:46:20	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:20	]Takajin Amano has taken 6 damage from Mini Strider Synth.
[23:46:22	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:23	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 10 damage (CritChance was 0.48).
[23:46:24	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 8 damage (CritChance was 0.48).
[23:46:27	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:27	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:28	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:28	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:28	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:29	]C17:RCT.YELLO-78 has added area "Strefa Medyczna".
[23:46:29	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:30	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1166.
[23:46:30	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1159.
[23:46:35	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:35	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:40	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:41	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:41	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:41	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:46:41	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:42	]Takajin Amano has taken 1 damage from Mini Strider Synth.
[23:46:46	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:47	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:47	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:48	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:48	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1159.
[23:46:48	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1147.
[23:46:52	]C17:RCT.YELLO-59 has used a context menu option with the name: npc_smaller
[23:46:53	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:53	]C17:RCT.YELLO-78 has added area "Zbrojownia".
[23:46:54	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:54	]C17:RCT.YELLO-59 has used a context menu option with the name: npc_smaller
[23:46:58	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:46:58	]C17:RCT.YELLO-59 has used a context menu option with the name: vj_pr_npc_control
[23:46:58	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:46:58	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:46:59	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:46:59	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:03	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:04	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:04	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:04	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:05	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:05	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:05	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:06	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:07	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1147.
[23:47:07	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1145.
[23:47:11	]Takajin Amano has taken 6 damage from Mini Strider Synth.
[23:47:11	]Takajin Amano has taken 6 damage from Mini Strider Synth.
[23:47:13	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:13	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 11 damage (CritChance was 0.48).
[23:47:14	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:14	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:14	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:15	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:15	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:16	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:16	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:16	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:17	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:17	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:19	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1145.
[23:47:19	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1168.
[23:47:33	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1167)
[23:47:33	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1145)
[23:47:34	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1147)
[23:47:35	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1166)
[23:47:36	]Takajin Amano ran 'combine' on item 'Magazynek do Tichar 15rnd' (#1159)
[23:47:39	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:39	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:39	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:39	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:42	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:43	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:44	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:44	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:45	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 11 damage (CritChance was 0.48).
[23:47:45	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 9 damage (CritChance was 0.48).
[23:47:45	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:46	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:46	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:47	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:47	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:48	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1168.
[23:47:48	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1167.
[23:47:53	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:53	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:53	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:54	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:54	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:54	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:54	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:54	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 0 damage (CritChance was 0.48).
[23:47:54	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:55	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:55	]Takajin Amano has hit npc_vj_mini_strider_synth_z dealing 13 damage (CritChance was 0.48).
[23:47:55	]Takajin Amano has critically hit npc_vj_mini_strider_synth_z dealing 21 damage (CritChance was 0.48).
[23:47:56	]Takajin Amano has hit C17:RCT.YELLO-59 in the left arm dealing 0 damage (CritChance was 0.48).
[23:47:56	]Takajin Amano has hit C17:RCT.YELLO-59 in the left arm dealing 6 damage (CritChance was 0.48).
[23:47:56	]C17:RCT.YELLO-59 has taken 5 damage from Takajin Amano.
[23:47:56	]Takajin Amano has critically hit C17:RCT.YELLO-59 in the head dealing 23 damage (CritChance was 0.48).
[23:47:56	]C17:RCT.YELLO-59 has taken 23 damage from Takajin Amano.
[23:47:57	]C17:RCT.YELLO-59 entered observer.
[23:47:57	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1167.
[23:47:57	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1166.
[23:48:08	]C17:RCT.YELLO-59 exited observer at their location.
[23:48:11	]C17:RCT.YELLO-59 entered observer.
[23:48:12	]C17:RCT.YELLO-78 exited observer at their location.
[23:48:13	]C17:RCT.YELLO-59 exited observer at their location.
[23:48:20	]C17:RCT.YELLO-59 entered observer.
[23:48:27	]Takajin Amano has pressed the "BOE_Intro" map button.
[23:48:30	]Takajin Amano has pressed the "BOE_Set1Camera" map button.
[23:48:31	]Takajin Amano has pressed the "BOE_Set1Camera" map button.
[23:48:33	]C17:RCT.YELLO-78 entered observer.
[23:48:36	]Takajin Amano has pressed the "BOE_Set1Camera" map button.
[23:48:38	]Takajin Amano has pressed the "BOE_CloseupCamera" map button.
[23:48:40	]Takajin Amano has pressed the "BOE_CloseupCamera" map button.
[23:48:42	]Takajin Amano has pressed the "BOE_Set1Camera" map button.
[23:48:53	]Takajin Amano ran 'drop' on item 'Bandana' (#889)
[23:48:53	]Takajin Amano has lost a 'Bandana' #889.
[23:48:53	]C17:RCT.YELLO-78 has added area "Cela 1".
[23:49:03	]C17:RCT.YELLO-59 has spawned a 'NPC [628][npc_vj_overwatch_shotgunner_z]'.
[23:49:03	]C17:RCT.YELLO-59 has spawned a 'NPC [634][npc_vj_overwatch_soldier_z]'.
[23:49:04	]C17:RCT.YELLO-59 has spawned a 'NPC [653][npc_vj_overwatch_soldier_z]'.
[23:49:04	]Takajin Amano ran 'take' on item 'Bandana' (#889)
[23:49:10	]Takajin Amano has hit npc_vj_overwatch_shotgunner_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:11	]Takajin Amano has hit npc_vj_overwatch_shotgunner_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:11	]Takajin Amano has hit npc_vj_overwatch_shotgunner_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:12	]Takajin Amano has hit npc_vj_overwatch_shotgunner_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:14	]Takajin Amano has hit npc_vj_overwatch_soldier_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:14	]Takajin Amano has hit npc_vj_overwatch_soldier_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:15	]Takajin Amano has hit npc_vj_overwatch_soldier_z dealing 13 damage (CritChance was 0.48).
[23:49:15	]C17:RCT.YELLO-59 has spawned a 'NPC [632][npc_vj_overwatch_assassin_z]'.
[23:49:15	]Takajin Amano has critically hit npc_vj_overwatch_soldier_z dealing 12 damage (CritChance was 0.48).
[23:49:16	]C17:RCT.YELLO-78 has added area "Cela 2".
[23:49:16	]Takajin Amano has critically hit npc_vj_overwatch_soldier_z in the head dealing 23 damage (CritChance was 0.48).
[23:49:17	]Takajin Amano has hit npc_vj_overwatch_soldier_z in the head dealing 11 damage (CritChance was 0.48).
[23:49:19	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1147.
[23:49:26	]C17:RCT.YELLO-59 has used a context menu option with the name: remove
[23:49:30	]Takajin Amano has gained a 'Magazynek do Tichar 15rnd' #1147.
[23:49:30	]Takajin Amano has lost a 'Magazynek do Tichar 15rnd' #1145.
[23:49:33	]C17:RCT.YELLO-59 has spawned a 'NPC [628][npc_vj_overwatch_assassin_z]'.
[23:49:34	]Takajin Amano has taken 5 damage from Overwatch Assassin.
[23:49:34	]Takajin Amano has taken 5 damage from Overwatch Assassin.
[23:49:40	]Takajin Amano has taken 5 damage from Overwatch Assassin.
[23:49:40	]Takajin Amano has taken 5 damage from Overwatch Assassin.
[23:49:41	]Takajin Amano has taken 1 damage from Overwatch Assassin.
[23:49:53	]C17:RCT.YELLO-59 has spawned a 'NPC [628][npc_vj_overwatch_sniper_z]'.
[23:49:55	]C17:RCT.YELLO-78 has added area "HPR".
[23:49:55	]Takajin Amano has taken 1 damage from Combine Turret.
[23:49:55	]Takajin Amano has taken 1 damage from Combine Turret.
[23:49:55	]Takajin Amano has taken 4 damage from Combine Turret.
[23:49:55	]Takajin Amano has taken 4 damage from Combine Turret.
[23:49:56	]Takajin Amano has taken 1 damage from Combine Turret.
[23:49:56	]Takajin Amano has taken 1 damage from Combine Turret.
[23:49:56	]Takajin Amano has taken 8 damage from Combine Turret.
[23:49:56	]Takajin Amano has taken 1 damage from Combine Turret.
[23:49:57	]Takajin Amano has taken 4 damage from Combine Turret.
[23:49:58	]Takajin Amano has taken 4 damage from Combine Turret.
[23:49:59	]Takajin Amano has taken 1 damage from Combine Turret.
[23:49:59	]C17:RCT.YELLO-78 exited observer at their location.
[23:50:03	]Takajin Amano has taken 4 damage from Combine Turret.
